ClientID,Age,AnnualIncome,PurchaseAmount,PurchaseFrequency,CustomerSatisfaction,Region,Ville,Latitude,Longitude,Population,Altitude,DiscountApplied,OrderMethod,PaymentMethod,ShippingCost
Client_22906,63.0,22346.893622879932,107.39107379032129,1.7474676578324952,5.008721412748764,Oise,Omécourt,49.61,1.847,202.0,183.0,True,Online,Bank Transfer,24.86908257808328
Client_6354,38.0,27284.202728461616,500.71188748802837,1.4058261022749488,2.0257231437525647,Corrèze,Chartrier-Ferrière,45.071,1.452,361.0,282.0,False,Online,PayPal,17.41616136381748
Client_17271,56.0,57758.58356665148,842.0943760581083,2.1803876781165337,1.437968882297103,Lot-et-Garonne,Rayet,44.677,0.777,177.0,108.0,True,Online,Credit Card,5.94015920905562
Client_12779,48.0,48402.41255935002,283.35767515974834,0.460273560182075,2.180011078181573,Gironde,Saint-Vincent-de-Pertignas,44.798,-0.112,339.0,48.0,True,Mobile App,PayPal,16.11946086080288
Client_14554,73.0,54518.9363729955,454.57699079657914,0.9596427752222587,2.0801043270157265,Jura,Arbois,46.903,5.772,3193.0,428.0,True,Mobile App,PayPal,20.40270262047942
Client_34559,75.0,46042.508221456854,378.2087831636488,2.0762509001409533,1.4714570917659897,Hauts-de-Seine,Fontenay-aux-Roses,48.791,2.286,24772.0,109.0,True,Online,Bank Transfer,10.515338931506232
Client_29362,20.0,31710.932539394133,390.52166583266694,1.293427385085175,5.299491612836192,Seine-Maritime,Bernières,49.619,0.477,637.0,131.0,True,In-store,Bank Transfer,20.57225625346763
Client_2313,23.0,29626.92961129348,486.2403545828145,2.500908291636886,4.058970717995321,Ardèche,Saint-Sernin,44.572,4.393,1812.0,205.0,True,Online,Bank Transfer,17.27469176320586
Client_8891,67.0,23653.88912381185,662.5247829832123,1.3244382308241625,0.2484862680393154,Doubs,Surmont,47.278,6.612,119.0,705.0,True,Online,Bank Transfer,17.03020793488023
Client_10786,39.0,31364.751358002657,1957.2651289786045,1.8712319584685535,5.113859980698496,Haute-Corse,Novale,42.31,9.414,60.0,770.0,True,Online,Bank Transfer,13.356503123022296
Client_6183,40.0,35852.122974889244,442.73588380987366,1.396908756334526,2.4352504685948624,Cher,Neuvy-Deux-Clochers,47.278,2.699,267.0,293.0,False,Mobile App,Credit Card,15.691790054938934
Client_18403,35.0,20147.39850319454,222.5115648163486,1.723346276370413,0.43161825508075435,Marne,Glannes,48.707,4.542,186.0,147.0,True,In-store,PayPal,14.624386770647735
Client_34043,38.0,59450.89081719564,1325.4826339047638,1.5635013110495228,1.0847229044822315,Yonne,Massangis,47.624,3.974,343.0,266.0,True,In-store,Credit Card,6.7519282168512955
Client_33775,36.0,65763.80889794751,398.3604914432323,1.7876280081637073,8.51088936393442,Vosges,Ubexy,48.335,6.274,167.0,323.0,True,In-store,PayPal,21.21524905837143
Client_19312,63.0,22517.57874931349,147.8021318402609,1.8783288472211976,1.287867103991629,Mayenne,Madré,48.477,-0.38,288.0,153.0,True,Mobile App,Credit Card,13.24436474951831
Client_24342,53.0,29541.8049735008,694.3168640886619,3.093288598041197,2.6726604763601634,Pas-de-Calais,Verton,50.402,1.65,2537.0,23.0,True,In-store,Credit Card,10.111645662319427
Client_18933,61.0,74846.80376229077,1039.446595856693,1.1773647829864404,1.4987401560988012,Haute-Marne,Giey-sur-Aujon,47.906,5.069,143.0,380.0,False,Online,Bank Transfer,13.422109668362946
Client_8335,33.0,42477.98570075715,439.93319107061774,3.092864937242348,5.8502847019462,Dordogne,Saussignac,44.8,0.327,418.0,92.0,False,In-store,Credit Card,19.648066415070023
Client_1741,77.0,15650.634861754128,2038.3320304888982,1.7759296078548237,0.15094815310030407,Hautes-Alpes,Crots,44.534,6.471,1136.0,1539.0,True,Online,PayPal,13.272246915552644
Client_33675,61.0,30065.973604441442,631.6826555990049,1.8003924354250544,2.833675967693666,Vosges,Raon-l'Étape,48.407,6.844,6061.0,367.0,False,Online,Bank Transfer,22.576180073247784
Client_27697,46.0,33142.56455094343,1110.1886060922443,0.8829608046144795,1.0634389033873313,Haute-Saône,Saint-Sauveur,47.804,6.384,1938.0,284.0,True,Online,Bank Transfer,11.325412311145287
Client_26881,69.0,25987.514769372032,853.1689730552783,1.5380169846161469,0.9585397658595749,Haut-Rhin,Rimbachzell,47.9,7.176,192.0,541.0,False,Online,Bank Transfer,17.847509477384197
Client_18313,59.0,29127.342754337325,363.3196640072912,2.353184657287418,1.4336459387877554,Marne,Coulommes-la-Montagne,49.226,3.911,206.0,165.0,False,Online,Credit Card,15.403125645557472
Client_9495,66.0,94900.06344281726,228.8920440814838,1.1439737519132447,2.83425093807686,Eure,Daubeuf-la-Campagne,49.191,1.028,242.0,152.0,True,Online,Bank Transfer,8.923468916353398
Client_20755,22.0,52184.96051492619,299.9586977006069,1.9881507468945414,5.067743433060487,Morbihan,Treffléan,47.681,-2.614,2491.0,98.0,False,Mobile App,PayPal,19.639554298491113
Client_34104,62.0,109582.28442054019,79.97047894805132,1.6359363353180845,1.5593401547521704,Yonne,Préhy,47.759,3.758,162.0,225.0,True,Online,PayPal,15.520429888980887
Client_12240,63.0,25536.596946228423,908.5573621896583,0.7408793775091759,2.314784127911394,Gers,Saint-Orens,43.714,0.908,82.0,174.0,True,Online,Credit Card,9.865078740655637
Client_14057,59.0,34060.05994046226,783.1344143537165,1.24488654197168,0.19208943603237927,Isère,Beaulieu,45.193,5.392,634.0,259.0,False,Mobile App,PayPal,19.527380988123717
Client_33536,46.0,40993.29778110559,387.8552124298888,0.43568598041651435,3.4730783598232264,Vosges,Hagécourt,48.235,6.154,129.0,302.0,False,In-store,Bank Transfer,13.748615642794668
Client_22156,29.0,35947.045373862034,67.11999325188572,1.0181019214028078,4.868749496824408,Nord,Maing,50.308,3.483,4004.0,54.0,True,In-store,Bank Transfer,13.869820912218659
Client_28112,35.0,26048.531009001763,400.08888571502405,2.6686093092824064,0.47880857550376965,Saône-et-Loire,Mussy-sous-Dun,46.234,4.33,333.0,453.0,True,In-store,Credit Card,11.680526091113414
Client_3289,74.0,62972.770516956014,977.0097687303337,0.8774509604465908,2.8496165907987283,Aube,Fontette,48.083,4.609,178.0,308.0,True,Online,Bank Transfer,11.347681990672971
Client_26470,76.0,73233.45621686178,362.1050004249345,0.7110135672178078,3.329413012723344,Bas-Rhin,Richtolsheim,48.225,7.596,368.0,170.0,True,Online,Bank Transfer,14.129432023053013
Client_5118,56.0,42047.67445286249,174.1444931283139,2.8505230152848817,3.7425927009206377,Cantal,Saint-Étienne-de-Maurs,44.717,2.209,780.0,374.0,True,Mobile App,Credit Card,14.613287926024961
Client_23661,60.0,31425.584774569597,1170.6043901938533,1.3276429246119812,1.8175340854521402,Pas-de-Calais,Bomy,50.574,2.236,640.0,134.0,True,Mobile App,Bank Transfer,15.731426045076052
Client_5558,25.0,29076.388766845896,402.34881498044587,0.0005491054663794628,9.096331215204515,Charente,Yviers,45.274,-0.007,535.0,93.0,True,Mobile App,PayPal,18.034900504907256
Client_34536,79.0,54285.70688032011,1413.489778489086,1.6821730190267434,2.322771703138354,Essonne,La Ville-du-Bois,48.661,2.269,8080.0,116.0,False,Mobile App,PayPal,12.140169849709608
Client_31431,45.0,28999.848407506524,98.11514569894501,1.4992395513319463,1.881615775794347,Somme,Hesbécourt,49.944,3.13,53.0,116.0,False,Online,PayPal,22.823270853949268
Client_22345,27.0,52430.0892086335,319.6688206552009,1.0821673664920963,5.35419217862143,Nord,Séranvillers-Forenville,50.124,3.282,415.0,99.0,True,Online,Credit Card,9.4754745835377
Client_17798,65.0,14259.357036197378,385.4076790988213,1.169627388810636,0.35015301275594335,Manche,Courtils,48.627,-1.41,228.0,11.0,True,Online,PayPal,22.845312919649757
Client_6782,24.0,24149.852138037357,136.25466412606696,1.1167372833593683,5.537104429487085,Côte-d'Or,Corsaint,47.539,4.199,141.0,282.0,False,Mobile App,Bank Transfer,16.09031732003536
Client_30245,36.0,56932.526835443634,93.96707662250336,1.4767342133589767,1.3976630144400142,Seine-et-Marne,Longperrier,49.053,2.665,2669.0,118.0,False,Mobile App,PayPal,13.650012424365155
Client_1678,63.0,66937.33176542076,1602.4089195792567,1.662279336508893,0.8165450292062886,Alpes-de-Haute-Provence,Simiane-la-Rotonde,43.981,5.563,607.0,747.0,False,Online,PayPal,12.9715249707039
Client_33527,60.0,32956.252874918304,1390.1528516600456,2.1036721216948058,0.8163969045751802,Vosges,Grandvillers,48.239,6.667,731.0,397.0,True,Online,Bank Transfer,11.923789720981107
Client_12573,61.0,13580.794979631295,74.6613092422543,1.617021979734992,0.9937814814222046,Gironde,Marsas,45.068,-0.384,1226.0,56.0,False,Online,Bank Transfer,10.870086348935935
Client_3838,41.0,41962.426910715425,512.5560643897106,1.8338780296297221,2.352949645450693,Aude,Palaja,43.174,2.387,2594.0,228.0,True,Online,PayPal,21.53240147550703
Client_9470,49.0,57324.21895324839,732.9028476161452,1.4671530354249365,0.9839936085966778,Eure,Cormeilles,49.247,0.378,1166.0,94.0,False,In-store,PayPal,17.35889590746354
Client_30815,22.0,27992.353733373126,39.04449657630311,2.0566130001787206,0.1710735169573372,Deux-Sèvres,Plaine-d'Argenson,46.155,-0.484,984.0,47.0,False,In-store,Credit Card,9.472500921973207
Client_33312,22.0,41096.61400253939,640.1290527463663,1.4540358295760771,4.762907307467659,Haute-Vienne,Vaulry,46.022,1.085,402.0,306.0,False,Online,Bank Transfer,21.035708670675326
Client_6464,73.0,54199.05590479303,1387.9713352548504,1.0109696038510407,2.46137345050707,Corrèze,Péret-Bel-Air,45.477,2.039,86.0,794.0,False,Mobile App,PayPal,14.331442281390098
Client_3550,36.0,53897.57604460922,1529.6682259190677,0.4165602998123849,3.811131050676477,Aube,Villery,48.172,4.018,270.0,199.0,False,In-store,PayPal,18.423069651440144
Client_30546,57.0,25662.24139044054,354.23011014471166,1.2896448824526345,1.290094255190699,Yvelines,Buc,48.774,2.126,5920.0,149.0,True,In-store,PayPal,14.253027557417735
Client_28442,53.0,46589.85534476508,129.74555971324781,2.1586143694324047,2.005340566802076,Sarthe,Conflans-sur-Anille,47.945,0.746,466.0,155.0,False,In-store,PayPal,14.780572979527987
Client_16711,61.0,36867.33044197279,136.76915930239463,2.2652225571856572,0.22652152895165545,Loiret,Sully-la-Chapelle,47.975,2.182,448.0,121.0,True,In-store,Credit Card,14.999698239853291
Client_11626,35.0,18670.654122052925,370.79830055974026,0.6774517461535593,3.3425453629218276,Haute-Garonne,Montégut-Bourjac,43.281,0.99,133.0,294.0,False,Online,Bank Transfer,17.385456017942836
Client_5157,22.0,23957.87482457992,597.7580194740217,2.824702666014193,5.287632739245225,Cantal,Siran,44.954,2.127,456.0,603.0,False,Online,Credit Card,12.583971926088553
Client_11581,45.0,35265.06089724312,36.943051588067306,0.5972859317737934,3.0506338680892013,Haute-Garonne,Mascarville,43.554,1.759,183.0,218.0,True,Online,Bank Transfer,9.84996643368914
Client_9284,25.0,59502.561883509225,1891.7731169664112,0.4291850791743179,3.414869448406497,Drôme,Séderon,44.202,5.538,243.0,982.0,False,In-store,PayPal,16.144046751212414
Client_3094,66.0,59024.36658109079,746.2760465111711,1.3204189138035007,1.4407491245121626,Ariège,Serres-sur-Arget,42.969,1.519,725.0,684.0,False,In-store,PayPal,5000.0
Client_7179,47.0,49561.16248900906,1012.1749758600797,3.0537623085468697,1.8459473074802832,Côte-d'Or,Ladoix-Serrigny,47.066,4.887,1785.0,222.0,True,Mobile App,Credit Card,18.571760477810958
Client_9485,42.0,24937.845531995084,599.1463701841383,1.8169696914820437,1.9130802413393742,Eure,La Croisille,48.982,0.976,417.0,134.0,True,In-store,Credit Card,19.122444484720045
Client_23608,68.0,79105.39088809013,95.10980385271648,1.0391731567879223,1.9388715495362543,Pas-de-Calais,Beaumetz-lès-Loges,50.244,2.656,998.0,119.0,True,Mobile App,Bank Transfer,13.345863241584908
Client_6735,31.0,20945.807382098395,504.0973893426494,1.4608168066062044,4.134101809406841,Côte-d'Or,Chassagne-Montrachet,46.938,4.729,275.0,271.0,True,Online,Credit Card,19.13367631845366
Client_4390,62.0,48986.014804478866,1019.6180081734989,0.9160078830318302,0.051823304928153346,Bouches-du-Rhône,Saint-Victoret,43.42,5.233,6648.0,49.0,True,Online,PayPal,12.688664103738226
Client_23077,20.0,56581.760853701126,334.516236727232,1.3064565159881076,6.792385366628055,Oise,Valdampierre,49.304,2.052,902.0,186.0,True,In-store,PayPal,19.65812988194833
Client_33974,59.0,30015.33523188458,264.14409374067407,2.662061329259717,3.888035559028975,Yonne,Fleys,47.814,3.862,175.0,232.0,True,In-store,Credit Card,17.523460755922486
Client_20365,79.0,64553.98091583315,255.66715440381256,0.8923507346492165,1.3734868900113435,Meuse,Quincy-Landzécourt,49.494,5.297,131.0,229.0,False,Online,PayPal,13.983027889168005
Client_34613,58.0,10780.698912308493,314.9258443254276,3.224478117384669,1.504745668550556,Seine-Saint-Denis,Saint-Denis,48.936,2.358,113942.0,34.0,False,Mobile App,Credit Card,11.810806002945078
Client_22797,62.0,52186.109688611454,222.1615059564203,1.7340959898697583,1.5088057698437716,Oise,Liancourt,49.329,2.468,6983.0,76.0,False,Online,Bank Transfer,13.709077239511293
Client_16252,47.0,29985.98382954741,176.94388858611038,2.6716567419455,2.676876088563828,Loire-Atlantique,Couffé,47.392,-1.292,2535.0,36.0,True,Mobile App,Credit Card,13.245033248754424
Client_1833,70.0,31360.292282708408,2399.955536539359,1.3132465976522885,1.1165618261288714,Hautes-Alpes,Saint-Laurent-du-Cros,44.644,6.113,562.0,1178.0,True,Online,Bank Transfer,10.273538120517305
Client_34859,44.0,31221.331123024782,182.4984536065919,4.628746834921591,0.32295785140546585,Guadeloupe,Capesterre-de-Marie-Galante,15.892,-61.221,3198.0,119.0,False,In-store,Credit Card,11.945890019667928
Client_21722,77.0,99403.74129604608,626.9803858107578,2.17419464201088,2.2329645082713165,Nièvre,Saint-Didier,47.349,3.621,29.0,181.0,True,Mobile App,Credit Card,13.225266942603334
Client_24456,21.0,39240.46949806278,950.6624971617216,3.305621227281099,3.317486691263895,Puy-de-Dôme,Brousse,45.602,3.458,344.0,659.0,True,Mobile App,Credit Card,19.620447105964274
Client_28260,48.0,69142.0143538442,29.821167539712235,1.605925956478392,2.5947278680165837,Saône-et-Loire,Saint-Symphorien-d'Ancelles,46.198,4.773,1123.0,176.0,True,In-store,Credit Card,6.434943890202998
Client_6862,62.0,37704.16882294098,205.0018635003123,2.1782396565442097,4.49169941545363,Côte-d'Or,Fontenelle,47.502,5.374,170.0,242.0,True,In-store,Bank Transfer,10.766165111039522
Client_12285,34.0,19921.889868646333,55.804158576689986,1.4061413886071716,3.6701671718929343,Gers,Thoux,43.682,0.994,258.0,182.0,True,Online,PayPal,13.58525199298427
Client_13984,48.0,49125.94790537005,903.6437375454774,1.4997123800562606,0.40595859174942195,Indre-et-Loire,Saint-Pierre-des-Corps,47.39,0.719,15909.0,48.0,False,Mobile App,Bank Transfer,7.572923448264045
Client_9232,50.0,55552.62779821482,175.95267464986586,0.5397577941053444,0.040630861923643735,Drôme,Roynac,44.643,4.94,481.0,254.0,False,Mobile App,PayPal,10.873078946074468
Client_32502,75.0,44254.52942054693,302.51839323396155,2.47197611539921,2.527187233245278,Vaucluse,Gignac,43.919,,73.0,605.0,False,Online,Credit Card,26.032799734721287
Client_7505,72.0,33238.60943034774,537.7814651179962,1.4381258500883003,1.3097255400019066,Côtes-d'Armor,Pommeret,48.462,-2.626,2121.0,60.0,False,Online,PayPal,20.96769162528874
Client_32133,41.0,85258.51730777688,201.48979514678237,1.896882585371274,0.8267785786616169,Tarn-et-Garonne,Campsas,43.897,1.327,1446.0,123.0,False,Online,Bank Transfer,5.840070023747897
Client_958,34.0,21261.430029758834,124.77180853340849,0.7021833839075099,0.04357734675959701,Aisne,Pargny-Filain,49.465,3.546,255.0,120.0,False,Mobile App,PayPal,14.706458427563312
Client_28432,22.0,27612.46061755901,331.6111982294558,1.5779267805212298,0.8953080509057467,Sarthe,Chemiré-le-Gaudin,47.928,-0.014,995.0,64.0,True,In-store,PayPal,17.734186134778852
Client_4264,71.0,37406.29956268758,865.0983326712098,1.8336383207052736,2.3797577640212264,Aveyron,Tayrac,44.202,2.233,187.0,444.0,True,Online,Bank Transfer,10.20588586010006
Client_34734,21.0,34929.48313592528,160.70612743871897,1.0103280162306787,3.4657626732557443,Val-d'Oise,Ézanville,49.032,2.362,9573.0,93.0,False,In-store,PayPal,19.368058500672678
Client_27060,45.0,43176.69490366241,951.983714924171,1.72311294781484,5.239848011518235,Rhône,Émeringes,46.223,4.675,281.0,371.0,True,Mobile App,Bank Transfer,19.61372442505111
Client_30557,40.0,15566.429868826932,184.58717794869872,1.2104016756923028,5.376733866151171,Yvelines,Châteaufort,48.737,2.092,1515.0,144.0,True,Online,Bank Transfer,28.917578017503146
Client_1910,27.0,41301.268118787775,173.22828748854215,1.2777676777355353,4.843542027724666,Alpes-Maritimes,Coaraze,43.864,7.294,817.0,689.0,True,Online,Bank Transfer,16.18012239870783
Client_10619,43.0,55730.84805711916,426.50187387215726,0.9273721633816865,2.789502702917691,Corse-du-Sud,Olmeto,41.717,8.918,1241.0,293.0,True,Mobile App,PayPal,12.945469069116196
Client_19861,45.0,51997.0683777093,1206.98132943041,2.863918239487866,3.7253748514244682,Meurthe-et-Moselle,Raon-lès-Leau,48.512,7.1,38.0,463.0,True,Mobile App,Credit Card,15.717981084976362
Client_25562,34.0,63980.68106782219,2722.714704480011,3.832216792238752,3.7248309025336446,Hautes-Pyrénées,Ens,42.807,0.34,23.0,1548.0,True,Mobile App,Credit Card,17.925320343082007
Client_10356,57.0,31391.326044952744,233.7805633868202,2.3241699280482595,1.8569982475262448,Finistère,Île-Tudy,47.842,-4.168,741.0,1.0,True,Mobile App,PayPal,15.281069986680242
Client_7910,28.0,41200.52742055383,331.3213477191802,0.33551656490708115,1.1241933088924263,Dordogne,Bardou,44.736,0.686,45.0,147.0,False,Mobile App,Bank Transfer,15.331893052807697
Client_23121,18.0,8761.113894352631,299.78320751095856,1.84013333576066,3.9374507386745576,Oise,Wacquemoulin,49.502,2.617,283.0,86.0,False,Mobile App,Bank Transfer,11.724817747911066
Client_13531,59.0,11471.349905777422,259.11136981873926,1.296616226024732,0.960809641393041,Indre,Baudres,47.058,1.579,409.0,164.0,True,In-store,Credit Card,10.544291766376244
Client_32776,33.0,16216.606724958781,1667.6704728939308,2.0250294390765795,3.6611309489261625,Vendée,Sainte-Cécile,46.743,-1.114,1584.0,70.0,True,Online,Credit Card,24.44280127400738
Client_13623,27.0,21666.353170014056,374.2716983057294,2.7285688813880773,0.25130453733899116,Indre,Lye,47.229,1.473,741.0,115.0,True,In-store,Credit Card,6.842080847149557
Client_27677,68.0,51923.17885129957,1081.2990149415812,2.4271005386983746,1.9850683413884527,Haute-Saône,Ronchamp,47.7,6.633,2746.0,441.0,True,Online,Credit Card,17.534552633485923
Client_21944,18.0,28397.476433600877,21.41285089209201,1.1681057005440283,4.171626274323155,Nord,Cobrieux,50.543,3.226,544.0,44.0,False,Online,PayPal,9.611158836896841
Client_27476,71.0,79698.72613587402,628.3652431821764,1.6800247972024305,2.2305952349851914,Haute-Saône,Ferrières-lès-Ray,47.58,5.804,37.0,204.0,False,Mobile App,Credit Card,12.702362802825867
Client_26930,55.0,17639.778385008543,819.9064178137057,2.457143834096373,4.250760902046199,Haut-Rhin,Storckensohn,47.879,6.958,192.0,761.0,True,In-store,Credit Card,11.994342091644283
Client_29768,31.0,20086.15313109556,314.26509156943507,0.6689310676825797,0.7225743586843887,Seine-Maritime,Prétot-Vicquemare,49.733,0.856,232.0,138.0,False,Online,PayPal,6.887204798558846
Client_26559,25.0,46072.28422297358,132.17351080065419,0.7449255766110348,2.771799969541897,Bas-Rhin,Trimbach,48.94,8.023,582.0,156.0,False,In-store,Bank Transfer,7.580329030489775
Client_17666,23.0,6905.514252641646,556.9818386094319,2.1642779849761133,0.7955270998535209,Maine-et-Loire,Saint-Melaine-sur-Aubance,47.371,-0.497,2201.0,41.0,True,Mobile App,Credit Card,15.976631270469138
Client_18152,42.0,1800.1973866106925,301.1263414926842,2.5787161017106177,1.1956806265056548,Marne,Allemanche-Launay-et-Soyer,48.604,3.788,116.0,79.0,True,Online,Credit Card,5.777271918085027
Client_29637,75.0,52377.407874047705,331.4673779289882,1.6310359602667397,3.0890023051844264,Seine-Maritime,Ingouville,49.845,0.684,276.0,70.0,True,Mobile App,Credit Card,12.277800340658853
Client_1621,42.0,77385.51615279327,675.4104812818637,2.6180834938389093,0.9749787569953323,Alpes-de-Haute-Provence,Oraison,43.918,5.918,5981.0,417.0,True,In-store,Credit Card,13.823719378069418
Client_18814,65.0,54225.788564376955,326.7244708932954,2.450616232465686,1.9002779700684018,Haute-Marne,Braux-le-Châtel,48.099,4.944,132.0,279.0,True,In-store,Credit Card,13.38690772081435
Client_8981,35.0,13361.073949646865,737.1556487682024,1.6132937880320901,6.44999666354726,Drôme,La Répara-Auriples,44.66,4.986,250.0,350.0,False,Online,Bank Transfer,21.74919489557122
Client_30974,74.0,32248.52168448163,124.32430749259983,2.9725654521296487,0.5219713989429702,Deux-Sèvres,Saint-Romans-des-Champs,46.204,-0.345,166.0,65.0,True,Online,Credit Card,8.878683461877301
Client_22050,19.0,15921.864065845566,167.98887977399716,0.5853493323595359,7.14965446804659,Nord,Ghyvelde,51.052,2.527,4119.0,2.0,True,In-store,Bank Transfer,18.158615879430748
Client_7871,65.0,52434.27974176117,846.0534666818066,1.0156829461081809,0.7678391229267039,Creuse,Saint-Vaury,46.204,1.756,1732.0,472.0,True,Mobile App,PayPal,13.313139062497555
Client_32213,44.0,4922.298968152697,667.8093865043802,1.8178132933477436,0.1893916541119285,Tarn-et-Garonne,Maumusson,43.917,0.904,49.0,209.0,True,Mobile App,Credit Card,14.589329764149884
Client_1103,26.0,34591.182933480915,1095.822785095097,1.7622092786113706,2.2199454636947236,Aisne,Torcy-en-Valois,49.086,3.279,74.0,121.0,False,In-store,Credit Card,13.805474358530475
Client_914,25.0,10981.304656785853,66.956090776,1.1904074394841029,0.9876844489950263,Aisne,La Neuville-Bosmont,49.713,3.839,187.0,126.0,False,Online,PayPal,12.99521660224612
Client_16940,75.0,90555.6853333793,554.8424850662062,2.6567936304592465,1.3149366046055913,Lot,Nadillac,44.564,1.518,71.0,312.0,True,Online,PayPal,21.1837560604655
Client_24223,42.0,47184.716786145145,355.19196432868546,0.6063514980723903,2.6737379527516776,Pas-de-Calais,Rumilly,50.576,2.012,243.0,134.0,False,In-store,PayPal,18.723031120552026
Client_14764,47.0,58690.15598239224,941.4300439379846,1.784472850308378,3.9977089150734226,Jura,Grange-de-Vaivre,47.004,5.842,41.0,287.0,True,Mobile App,PayPal,5.436110297117837
Client_22273,27.0,67995.54391703845,555.0994102019866,2.144783476567668,6.766040919764723,Nord,Ramillies,50.206,3.261,596.0,58.0,False,Mobile App,Credit Card,23.153550272249966
Client_1052,26.0,37718.63843422006,423.7491739257944,1.9740398189268051,5.279688187771389,Aisne,Saint-Pierremont,49.722,3.882,40.0,125.0,True,Mobile App,Credit Card,18.627962820435414
Client_2033,39.0,48180.45769681004,1652.68500896345,1.5286027232366306,2.343839069674271,Ardèche,Aizac,44.715,4.328,170.0,732.0,False,Online,Bank Transfer,18.930312775330037
Client_25051,67.0,71672.6824227234,1046.8612577074928,4.340752570118145,2.5492854778249274,Pyrénées-Atlantiques,Corbère-Abères,43.473,-0.089,96.0,221.0,True,Online,Credit Card,17.82207490017419
Client_17169,76.0,49548.20089944134,381.19907179141796,2.2093743825984165,0.030201798224814835,Lot-et-Garonne,Grayssas,44.165,0.874,144.0,138.0,True,Online,Credit Card,19.164463754981043
Client_4779,56.0,57847.572384845385,487.72659125842335,1.9839236846839503,0.41147095897494657,Calvados,Planquery,49.159,-0.833,248.0,113.0,True,Online,Credit Card,12.9783150177546
Client_12036,78.0,53247.973166258416,963.1167114166469,3.0378347475854484,3.114868494367143,Gers,Larressingle,43.944,0.31,211.0,124.0,False,Mobile App,Credit Card,20.060960589345694
Client_13143,67.0,49090.91028628229,538.8549500582071,3.099899510598236,3.907341005328324,Hérault,Servian,43.427,3.3,5337.0,53.0,False,Mobile App,Credit Card,12.8260528687605
Client_6381,56.0,62383.20647603464,1706.9123154596537,3.2188700047984145,2.358623776331905,Corrèze,L'Église-aux-Bois,45.648,1.803,52.0,652.0,True,Online,Credit Card,9.953993653217495
Client_27452,55.0,49174.08224451707,700.3065813971775,1.0461020836857353,0.48772984344481907,Haute-Saône,Denèvre,47.568,5.644,149.0,230.0,True,In-store,Bank Transfer,15.848412551649208
Client_8353,70.0,54926.122644312345,386.3631423901232,0.2595934656042787,1.0690871170857505,Dordogne,Sourzac,45.051,0.391,1118.0,99.0,False,Mobile App,Bank Transfer,17.69749617449395
Client_32148,46.0,54657.88042986788,304.82581269164655,1.598672095469478,0.007149099385628688,Tarn-et-Garonne,Cazes-Mondenard,44.227,1.203,1214.0,163.0,False,In-store,Bank Transfer,17.728618024218974
Client_9906,38.0,18488.593722250713,136.03618424762846,0.9136559559424834,3.183884371367938,Eure,Vitot,49.162,0.9,560.0,144.0,False,Online,PayPal,16.291198532260907
Client_14578,61.0,41342.40949468725,1405.360972001637,0.9304141030057355,3.7567929516474035,Jura,Barretaine,46.821,5.71,186.0,555.0,True,Online,Bank Transfer,16.084883816414237
Client_30332,61.0,63284.813038486645,328.8397070774576,1.2526661220734525,0.8327913246226268,Seine-et-Marne,Ozoir-la-Ferrière,48.762,2.672,20692.0,108.0,True,Online,Bank Transfer,10.531096164622673
Client_17881,34.0,31692.290427769407,537.7924129065395,0.9719929048435482,1.2440586780532055,Manche,Lapenty,48.579,-1.008,376.0,103.0,False,Mobile App,PayPal,13.906862041728976
Client_9311,27.0,31158.020404405353,653.9190724001477,1.6211703781885136,3.760710726008005,Drôme,Verclause,44.38,5.428,64.0,818.0,True,In-store,Credit Card,10.751443016203943
Client_11648,21.0,41854.47604412971,105.33310087487149,3.6427457732254327,4.8422465106646735,Haute-Garonne,Mourvilles-Basses,43.486,1.702,79.0,219.0,True,Online,Credit Card,16.059532104559644
Client_30276,29.0,47194.373843917376,282.8499311389156,1.4384387440893374,3.5760567904693823,Seine-et-Marne,Méry-sur-Marne,48.966,3.202,696.0,109.0,False,Mobile App,Bank Transfer,16.179299208945586
Client_18537,35.0,19439.82573838595,53.172522228045125,1.2480745601368943,4.75781247384455,Marne,Passavant-en-Argonne,49.022,5.002,192.0,173.0,True,Mobile App,Bank Transfer,11.282627616173123
Client_899,43.0,36212.460822520654,653.5800047973298,0.8367205291234215,0.5729564781842407,Aisne,Moulins,49.42,3.685,77.0,97.0,True,Online,PayPal,17.534235277912032
Client_11689,72.0,86071.12067001729,398.69243951794584,1.587460366438085,1.3644683728163463,Haute-Garonne,Portet-sur-Garonne,43.52,1.4,9805.0,154.0,True,Online,PayPal,14.093935344118876
Client_27454,41.0,20726.678631038,782.6175891974153,0.21472826283481047,0.8399096235619883,Haute-Saône,Échenans-sous-Mont-Vaudois,47.604,6.772,566.0,390.0,False,Mobile App,Bank Transfer,13.99496479571859
Client_22497,56.0,30035.775943391352,1346.6103775812983,0.8587069972741301,0.8332905433680029,Oise,Beaulieu-les-Fontaines,49.659,2.914,578.0,89.0,False,Online,Bank Transfer,13.955624013701918
Client_17946,35.0,20562.97210857041,260.49683515258107,0.9543546446027112,5.553824117293727,Manche,Moulines,48.545,-1.033,281.0,127.0,True,Online,Bank Transfer,20.17030246374472
Client_1898,33.0,13025.179567142768,781.0638620025233,0.9938093443399899,2.615165795324409,Alpes-Maritimes,Cantaron,43.762,7.318,1285.0,380.0,True,Online,PayPal,13.234800402824543
