country,continent,year,lifeExp,pop,gdpPercap,iso_alpha,iso_num
Romania,Europe,1952.0,61.05,16630000.0,3144.613186,ROU,642.0
Tanzania,Africa,1962.0,44.246,10863958.0,722.0038073,TZA,834.0
Czech Republic,Europe,1957.0,69.03,9513758.0,8256.343918,CZE,203.0
Chad,Africa,2007.0,50.651,10238807.0,1704.063724,TCD,148.0
Denmark,Europe,2007.0,78.332,5468120.0,35278.41874,DNK,208.0
United States,Americas,2007.0,78.242,301139947.0,42951.65309,USA,840.0
Ireland,Europe,1952.0,66.91,2952156.0,5210.280328,IRL,372.0
Philippines,Asia,1957.0,51.334,26072194.0,1547.944844,PHL,608.0
Namibia,Africa,1987.0,60.835,1278184.0,3693.731337,NAM,516.0
Uganda,Africa,1987.0,51.50899999999999,15283050.0,617.7244065,UGA,800.0
Iran,Asia,1962.0,49.325,22874000.0,4187.329802,IRN,364.0
Benin,Africa,1977.0,49.19,3168267.0,1029.161251,BEN,204.0
"Congo, Dem. Rep.",Africa,1982.0,47.784,30646495.0,673.7478181,COD,180.0
Colombia,Americas,2002.0,71.682,41008227.0,5755.259962,COL,170.0
Swaziland,Africa,2002.0,43.869,1130269.0,4128.116943,SWZ,748.0
Hungary,Europe,1987.0,69.58,10612740.0,12986.47998,HUN,348.0
Comoros,Africa,1952.0,40.715,153936.0,1102.990936,COM,174.0
Burkina Faso,Africa,1967.0,40.697,5127935.0,794.8265597,BFA,854.0
Philippines,Asia,1962.0,54.757,30325264.0,1649.552153,PHL,608.0
Sierra Leone,Africa,1957.0,31.57,2295678.0,1004.484437,SLE,694.0
Senegal,Africa,2007.0,63.062,12267493.0,1712.472136,SEN,686.0
Malawi,Africa,1992.0,49.42,10014249.0,563.2000145,MWI,454.0
Romania,Europe,1977.0,69.46,21658597.0,9356.39724,ROU,642.0
Argentina,Americas,1982.0,69.942,29341374.0,8997.897412,ARG,32.0
Central African Republic,Africa,1972.0,43.457,1927260.0,1070.013275,CAF,140.0
Nepal,Asia,1962.0,39.393,10332057.0,652.3968593,NPL,524.0
Spain,Europe,1992.0,77.57,39549438.0,18603.06452,ESP,724.0
Vietnam,Asia,2007.0,74.249,85262356.0,2441.576404,VNM,704.0
Afghanistan,Asia,2002.0,42.129,25268405.0,726.7340548,AFG,4.0
Central African Republic,Africa,1967.0,41.478,1733638.0,1136.056615,CAF,140.0
Netherlands,Europe,1962.0,73.23,11805689.0,12790.84956,NLD,528.0
Angola,Africa,1962.0,34.0,4826015.0,4269.276742,AGO,24.0
Egypt,Africa,1987.0,59.797,52799062.0,3885.46071,EGY,818.0
Mauritania,Africa,2007.0,64.164,3270065.0,1803.151496,MRT,478.0
Poland,Europe,1952.0,61.31,25730551.0,4029.329699,POL,616.0
Eritrea,Africa,1982.0,43.89,2637297.0,524.8758493,ERI,232.0
Sri Lanka,Asia,2002.0,70.815,19576783.0,3015.378833,LKA,144.0
Eritrea,Africa,1972.0,44.142,2260187.0,514.3242081999998,ERI,232.0
Sao Tome and Principe,Africa,1992.0,62.742,125911.0,1428.777814,STP,678.0
Peru,Americas,1972.0,55.448,13954700.0,5937.827283,PER,604.0
Montenegro,Europe,1977.0,73.066,560073.0,9595.929905,MNE,499.0
Peru,Americas,1957.0,46.26300000000001,9146100.0,4245.256697999999,PER,604.0
Japan,Asia,1997.0,80.69,125956499.0,28816.58499,JPN,392.0
Madagascar,Africa,1977.0,46.881,8007166.0,1544.228586,MDG,450.0
Guinea,Africa,1967.0,37.197,3451418.0,708.7595409,GIN,324.0
Mauritania,Africa,1977.0,50.852,1456688.0,1497.492223,MRT,478.0
Djibouti,Africa,1952.0,34.812,63149.0,2669.529475,DJI,262.0
Mali,Africa,1952.0,33.685,3838168.0,452.3369807,MLI,466.0
Austria,Europe,1992.0,76.04,7914969.0,27042.01868,AUT,40.0
United States,Americas,1977.0,73.38,220239000.0,24072.63213,USA,840.0
Egypt,Africa,1957.0,44.444,25009741.0,1458.915272,EGY,818.0
Slovenia,Europe,1987.0,72.25,1945870.0,18678.53492,SVN,705.0
Togo,Africa,2002.0,57.56100000000001,4977378.0,886.2205765000001,TGO,768.0
New Zealand,Oceania,1992.0,76.33,3437674.0,18363.32494,NZL,554.0
Afghanistan,Asia,1972.0,36.088,13079460.0,739.9811057999998,AFG,4.0
Japan,Asia,1962.0,68.73,95831757.0,6576.649461,JPN,392.0
Venezuela,Americas,1962.0,60.77,8143375.0,8422.974165000001,VEN,862.0
Norway,Europe,1962.0,73.47,3638919.0,13450.40151,NOR,578.0
Singapore,Asia,1972.0,69.521,2152400.0,8597.756202,SGP,702.0
Thailand,Asia,1952.0,50.848,21289402.0,757.7974177,THA,764.0
Sao Tome and Principe,Africa,1972.0,56.48,76595.0,1532.985254,STP,678.0
Equatorial Guinea,Africa,1952.0,34.482,216964.0,375.6431231,GNQ,226.0
Sao Tome and Principe,Africa,1977.0,58.55,86796.0,1737.561657,STP,678.0
Guatemala,Americas,1982.0,58.137,6395630.0,4820.49479,GTM,320.0
Cuba,Americas,1967.0,68.29,8139332.0,5690.268015,CUB,192.0
Chile,Americas,1967.0,60.523,8858908.0,5106.654313,CHL,152.0
Netherlands,Europe,1987.0,76.83,14665278.0,23651.32361,NLD,528.0
Finland,Europe,1977.0,72.52,4738902.0,15605.42283,FIN,246.0
Bosnia and Herzegovina,Europe,1987.0,71.14,4338977.0,4314.114757,BIH,70.0
Montenegro,Europe,1972.0,70.63600000000002,527678.0,7778.414017,MNE,499.0
Hungary,Europe,1977.0,69.95,10637171.0,11674.83737,HUN,348.0
Iceland,Europe,1957.0,73.47,165110.0,9244.001412,ISL,352.0
Japan,Asia,1957.0,65.5,91563009.0,4317.694365,JPN,392.0
Oman,Asia,2007.0,75.64,3204897.0,22316.19287,OMN,512.0
Singapore,Asia,1987.0,73.56,2794552.0,18861.53081,SGP,702.0
Jordan,Asia,1962.0,48.12600000000001,933559.0,2348.009158,JOR,400.0
"Congo, Rep.",Africa,1952.0,42.111,854885.0,2125.621418,COG,178.0
Italy,Europe,1987.0,76.42,56729703.0,19207.23482,ITA,380.0
Nepal,Asia,1977.0,46.74800000000001,13933198.0,694.1124398,NPL,524.0
Burkina Faso,Africa,1992.0,50.26,8878303.0,931.7527731,BFA,854.0
West Bank and Gaza,Asia,1962.0,48.127,1133134.0,2198.9563120000007,PSE,275.0
Saudi Arabia,Asia,1957.0,42.868,4419650.0,8157.5912480000015,SAU,682.0
Paraguay,Americas,2002.0,70.755,5884491.0,3783.674243,PRY,600.0
El Salvador,Americas,1967.0,55.855,3232927.0,4358.595393,SLV,222.0
Sudan,Africa,2002.0,56.369,37090298.0,1993.398314,SDN,736.0
Germany,Europe,1957.0,69.1,71019069.0,10187.82665,DEU,276.0
Nicaragua,Americas,1952.0,42.31399999999999,1165790.0,3112.363948,NIC,558.0
Ireland,Europe,1997.0,76.122,3667233.0,24521.94713,IRL,372.0
Costa Rica,Americas,1967.0,65.42399999999999,1588717.0,4161.727834,CRI,188.0
Canada,Americas,1987.0,76.86,26549700.0,26626.51503,CAN,124.0
Mongolia,Asia,2002.0,65.033,2674234.0,2140.739323,MNG,496.0
Austria,Europe,1952.0,66.8,6927772.0,6137.076492,AUT,40.0
El Salvador,Americas,1982.0,56.604,4474873.0,4098.344175,SLV,222.0
Mexico,Americas,1957.0,55.19,35015548.0,4131.546641,MEX,484.0
Japan,Asia,2002.0,82.0,127065841.0,28604.5919,JPN,392.0
Mauritius,Africa,1977.0,64.93,913025.0,3710.982963,MUS,480.0
Canada,Americas,1967.0,72.13,20819767.0,16076.58803,CAN,124.0
West Bank and Gaza,Asia,1977.0,60.765,,3682.831494,PSE,275.0
Eritrea,Africa,1997.0,53.378,4058319.0,913.47079,ERI,232.0
Peru,Americas,1987.0,64.134,20195924.0,6360.943444,PER,604.0
Albania,Europe,2002.0,75.65100000000002,3508512.0,4604.211737,ALB,8.0
Hungary,Europe,1972.0,69.76,10394091.0,10168.65611,HUN,348.0
Sao Tome and Principe,Africa,1997.0,63.306,145608.0,1339.076036,STP,678.0
Malawi,Africa,1957.0,37.207,3221238.0,416.3698064,MWI,454.0
Zimbabwe,Africa,1997.0,46.809,11404948.0,792.4499602999998,ZWE,716.0
Gambia,Africa,1992.0,52.644,1025384.0,665.6244126,GMB,270.0
Brazil,Americas,1997.0,69.388,168546719.0,7957.980823999998,BRA,76.0
Thailand,Asia,1957.0,53.63,25041917.0,793.5774147999998,THA,764.0
Chad,Africa,1967.0,43.601000000000006,3495967.0,1196.810565,TCD,148.0
"Korea, Rep.",Asia,1987.0,69.81,41622000.0,8533.088805,KOR,410.0
Norway,Europe,1967.0,74.08,3786019.0,16361.87647,NOR,578.0
Colombia,Americas,1967.0,59.963,19764027.0,2678.729839,COL,170.0
"Congo, Rep.",Africa,1967.0,52.04,1179760.0,2677.9396420000007,COG,178.0
United States,Americas,1957.0,69.49,171984000.0,14847.12712,USA,840.0
Singapore,Asia,1957.0,63.179,1445929.0,2843.104409,SGP,702.0
Bosnia and Herzegovina,Europe,1967.0,64.79,3585000.0,2172.3524230000007,BIH,70.0
Denmark,Europe,1982.0,74.63,5117810.0,21688.04048,DNK,208.0
Niger,Africa,1967.0,40.118,4534062.0,1054.384891,NER,562.0
"Congo, Dem. Rep.",Africa,1977.0,47.804,26480870.0,795.757282,COD,180.0
Botswana,Africa,1952.0,47.622,442308.0,851.2411407,BWA,72.0
Australia,Oceania,1967.0,71.1,11872264.0,14526.12465,AUS,36.0
Iran,Asia,1952.0,44.869,17272000.0,3035.326002,IRN,364.0
Panama,Americas,1972.0,66.21600000000001,1616384.0,5364.249663000001,PAN,591.0
South Africa,Africa,1987.0,60.834,35933379.0,7825.823398,ZAF,710.0
Nigeria,Africa,2007.0,46.859,135031164.0,2013.977305,NGA,566.0
Central African Republic,Africa,2002.0,43.308,4048013.0,738.6906068,CAF,140.0
France,Europe,2007.0,80.657,61083916.0,30470.0167,FRA,250.0
Czech Republic,Europe,1962.0,69.9,9620282.0,10136.86713,CZE,203.0
Costa Rica,Americas,1997.0,77.26,3518107.0,6677.045314,CRI,188.0
Honduras,Americas,1997.0,67.65899999999999,5867957.0,3160.454906,HND,340.0
Belgium,Europe,1992.0,76.46,10045622.0,25575.57069,BEL,56.0
Tunisia,Africa,1957.0,47.1,3950849.0,1395.232468,TUN,788.0
Slovenia,Europe,2002.0,76.66,2011497.0,20660.01936,SVN,705.0
Angola,Africa,1977.0,39.483,6162675.0,3008.647355,AGO,24.0
Somalia,Africa,1952.0,32.978,2526994.0,1135.749842,SOM,706.0
Trinidad and Tobago,Americas,2002.0,68.976,1101832.0,11460.60023,TTO,780.0
Israel,Asia,2002.0,79.696,6029529.0,21905.59514,ISR,376.0
Hungary,Europe,1967.0,69.5,10223422.0,9326.64467,HUN,348.0
Poland,Europe,1967.0,69.61,31785378.0,6557.152776,POL,616.0
Kuwait,Asia,2002.0,76.904,2111561.0,35110.10566,KWT,414.0
Ethiopia,Africa,1997.0,49.402,59861301.0,515.8894013,ETH,231.0
Saudi Arabia,Asia,1962.0,45.914,4943029.0,11626.41975,SAU,682.0
Swaziland,Africa,1967.0,46.633,420690.0,2613.101665,SWZ,748.0
"Korea, Rep.",Asia,1972.0,62.612,33505000.0,3030.87665,KOR,410.0
Syria,Asia,1977.0,61.195,7932503.0,3195.484582,SYR,760.0
Morocco,Africa,1962.0,47.924,13056604.0,1566.353493,MAR,504.0
Portugal,Europe,2002.0,77.29,10433867.0,19970.90787,PRT,620.0
Malawi,Africa,2002.0,45.00899999999999,11824495.0,665.4231186000002,MWI,454.0
Portugal,Europe,1962.0,64.39,9019800.0,4727.954889,PRT,620.0
El Salvador,Americas,2007.0,71.878,6939688.0,5728.353514,SLV,222.0
Pakistan,Asia,1992.0,60.838,120065004.0,1971.829464,PAK,586.0
United Kingdom,Europe,1977.0,72.76,56179000.0,17428.74846,GBR,826.0
Jamaica,Americas,2007.0,72.567,2780132.0,7320.8802620000015,JAM,388.0
Trinidad and Tobago,Americas,1972.0,65.9,975199.0,6619.551418999999,TTO,780.0
Gabon,Africa,1952.0,37.003,420702.0,4293.476475,GAB,266.0
Portugal,Europe,1992.0,74.86,9927680.0,16207.266630000002,PRT,620.0
Tunisia,Africa,1972.0,55.602,5303507.0,2753.2859940000008,TUN,788.0
Equatorial Guinea,Africa,1987.0,45.664,341244.0,966.8968149,GNQ,226.0
Burkina Faso,Africa,1957.0,34.906,4713416.0,617.1834647999998,BFA,854.0
Spain,Europe,1962.0,69.69,31158061.0,5693.843879,ESP,724.0
United States,Americas,1967.0,70.76,198712000.0,19530.36557,USA,840.0
Bahrain,Asia,1982.0,69.05199999999999,377967.0,19211.14731,BHR,48.0
Taiwan,Asia,1987.0,73.4,19757799.0,11054.56175,TWN,158.0
Bahrain,Asia,2007.0,75.635,708573.0,29796.04834,BHR,48.0
Nicaragua,Americas,2007.0,72.899,5675356.0,2749.320965,NIC,558.0
"Korea, Dem. Rep.",Asia,1982.0,69.1,17647518.0,4106.525293,KOR,410.0
Reunion,Africa,1972.0,64.274,461633.0,5047.658563,REU,638.0
Austria,Europe,2007.0,79.829,8199783.0,36126.4927,AUT,40.0
Cote d'Ivoire,Africa,1962.0,44.93,3832408.0,1728.8694280000002,CIV,384.0
India,Asia,1967.0,47.19300000000001,506000000.0,700.7706107000001,IND,356.0
Portugal,Europe,1957.0,61.51,8817650.0,3774.571743,PRT,620.0
Philippines,Asia,1967.0,56.393,35356600.0,1814.12743,PHL,608.0
Jordan,Asia,1977.0,61.13399999999999,1937652.0,2852.351568,JOR,400.0
Djibouti,Africa,1992.0,51.604,384156.0,2377.156192000001,DJI,262.0
Guatemala,Americas,1977.0,56.029,5703430.0,4879.992748,GTM,320.0
Bolivia,Americas,1957.0,41.89,3211738.0,2127.686326,BOL,68.0
Malaysia,Asia,1967.0,59.371,10154878.0,2277.742396,MYS,458.0
China,Asia,1972.0,63.11888,862030000.0,676.9000921,CHN,156.0
Denmark,Europe,1967.0,72.96,4838800.0,15937.21123,DNK,208.0
Germany,Europe,1952.0,67.5,69145952.0,7144.114393000002,DEU,276.0
Senegal,Africa,2002.0,61.6,10870037.0,1519.635262,SEN,686.0
Bolivia,Americas,2002.0,63.883,8445134.0,3413.26269,BOL,68.0
Uganda,Africa,2007.0,51.542,29170398.0,1056.380121,UGA,800.0
Morocco,Africa,1952.0,42.87300000000001,9939217.0,1688.20357,MAR,504.0
Egypt,Africa,2002.0,69.806,73312559.0,4754.604414,EGY,818.0
Cameroon,Africa,1982.0,52.96100000000001,9250831.0,2367.983282,CMR,120.0
Jordan,Asia,2002.0,71.263,5307470.0,3844.917194,JOR,400.0
Sierra Leone,Africa,1987.0,40.006,3868905.0,1294.4477880000004,SLE,694.0
Benin,Africa,1957.0,40.358,1925173.0,959.6010805,BEN,204.0
Somalia,Africa,1987.0,44.50100000000001,6921858.0,1093.244963,SOM,706.0
Iceland,Europe,2002.0,80.5,288030.0,31163.20196,ISL,352.0
Bulgaria,Europe,1982.0,71.08,8892098.0,8224.191647,BGR,100.0
Sweden,Europe,1957.0,72.49,7363802.0,9911.878226,SWE,752.0
Madagascar,Africa,1972.0,44.851000000000006,7082430.0,1748.562982,MDG,450.0
Japan,Asia,2007.0,82.603,127467972.0,31656.06806,JPN,392.0
Brazil,Americas,1987.0,65.205,142938076.0,7807.095818000002,BRA,76.0
Zimbabwe,Africa,1972.0,55.635,5861135.0,799.3621757999998,ZWE,716.0
Afghanistan,Asia,1967.0,34.02,11537966.0,836.1971382,AFG,4.0
Peru,Americas,2002.0,69.906,26769436.0,5909.020073,PER,604.0
Cuba,Americas,1972.0,70.723,8831348.0,5305.445256,CUB,192.0
Turkey,Europe,1967.0,54.33600000000001,33411317.0,2826.3563870000007,TUR,792.0
Portugal,Europe,1997.0,75.97,10156415.0,17641.03156,PRT,620.0
Guinea,Africa,1977.0,40.762,4227026.0,874.6858642999998,GIN,324.0
Lesotho,Africa,1962.0,47.747,893143.0,411.8006266,LSO,426.0
China,Asia,1977.0,63.96736,943455000.0,741.2374699,CHN,156.0
Mauritania,Africa,1997.0,60.43,2444741.0,1483.136136,MRT,478.0
Peru,Americas,1997.0,68.38600000000001,24748122.0,5838.347657,PER,604.0
Oman,Asia,1977.0,57.367,1004533.0,11848.34392,OMN,512.0
Syria,Asia,1952.0,45.883,3661549.0,1643.485354,SYR,760.0
France,Europe,1997.0,78.64,58623428.0,25889.78487,FRA,250.0
Haiti,Americas,2007.0,60.916,8502814.0,1201.637154,HTI,332.0
"Korea, Dem. Rep.",Asia,1997.0,67.727,21585105.0,1690.756814,KOR,410.0
Madagascar,Africa,1982.0,48.969,9171477.0,1302.878658,MDG,450.0
Equatorial Guinea,Africa,1972.0,40.516,277603.0,672.4122571,GNQ,226.0
Sudan,Africa,1967.0,42.858,12716129.0,1687.997641,SDN,736.0
"Hong Kong, China",Asia,,73.6,4583700.0,11186.14125,HKG,344.0
Jordan,Asia,1957.0,45.669,746559.0,1886.080591,JOR,400.0
Mauritania,Africa,1957.0,42.338,1076852.0,846.1202613,MRT,478.0
Finland,Europe,1997.0,77.13,5134406.0,23723.9502,FIN,246.0
Costa Rica,Americas,1982.0,73.45,2424367.0,5262.734751,CRI,188.0
Mauritius,Africa,1952.0,50.986,516556.0,1967.955707,MUS,480.0
Nepal,Asia,1972.0,43.971,12412593.0,674.7881296,NPL,524.0
Denmark,Europe,1997.0,76.11,5283663.0,29804.34567,DNK,208.0
Iran,Asia,1987.0,63.04,51889696.0,6642.881371,IRN,364.0
Slovak Republic,Europe,1992.0,71.38,5302888.0,9498.467723,SVK,703.0
Togo,Africa,2007.0,58.42,5701579.0,882.9699437999999,TGO,768.0
Brazil,Americas,2002.0,71.006,179914212.0,8131.212843000001,BRA,76.0
Australia,Oceania,1977.0,73.49,14074100.0,18334.19751,AUS,36.0
Philippines,Asia,1952.0,47.752,22438691.0,1272.880995,PHL,608.0
Pakistan,Asia,1987.0,58.245,105186881.0,1704.686583,PAK,586.0
Sierra Leone,Africa,1997.0,39.897,4578212.0,574.6481576,SLE,694.0
Oman,Asia,1992.0,71.197,1915208.0,18616.70691,OMN,512.0
Botswana,Africa,1977.0,59.319,781472.0,3214.857818,BWA,72.0
Comoros,Africa,1987.0,54.926,395114.0,1315.980812,COM,174.0
Cameroon,Africa,1972.0,47.049,7021028.0,1684.1465280000002,CMR,120.0
Gambia,Africa,1997.0,55.861,1235767.0,653.7301704,GMB,270.0
Iran,Asia,1972.0,55.234,30614000.0,9613.818607,IRN,364.0
Belgium,Europe,2002.0,78.32,10311970.0,30485.88375,BEL,56.0
Singapore,Asia,1992.0,75.788,3235865.0,24769.8912,SGP,702.0
Sweden,Europe,2007.0,80.884,9031088.0,33859.74835,SWE,752.0
Somalia,Africa,1977.0,41.974,4353666.0,1450.992513,SOM,706.0
Bolivia,Americas,1972.0,46.714,4565872.0,2980.331339,BOL,68.0
Honduras,Americas,1972.0,53.88399999999999,2965146.0,2529.842345,HND,340.0
Lesotho,Africa,1967.0,48.492,996380.0,498.6390265,LSO,426.0
"Hong Kong, China",Asia,1952.0,60.96,2125900.0,3054.421209,HKG,344.0
Canada,Americas,1952.0,68.75,14785584.0,11367.16112,CAN,124.0
Egypt,Africa,1962.0,46.992,28173309.0,1693.335853,EGY,818.0
Uganda,Africa,2002.0,47.813,24739869.0,927.7210018,UGA,800.0
Venezuela,Americas,1977.0,67.456,13503563.0,13143.95095,VEN,862.0
Slovak Republic,Europe,1997.0,72.71,5383010.0,12126.23065,SVK,703.0
Sweden,Europe,1962.0,73.37,7561588.0,12329.44192,SWE,752.0
"Congo, Rep.",Africa,1972.0,54.907,1340458.0,3213.152683,COG,178.0
United States,Americas,1962.0,70.21,186538000.0,16173.14586,USA,840.0
Cuba,Americas,2002.0,77.158,11226999.0,6340.646683,CUB,192.0
Hungary,Europe,2007.0,73.33800000000002,9956108.0,18008.94444,HUN,348.0
Italy,Europe,1957.0,67.81,49182000.0,6248.656232,ITA,380.0
Kenya,Africa,1962.0,47.949,8678557.0,896.9663732,KEN,404.0
Djibouti,Africa,1972.0,44.36600000000001,178848.0,3694.2123520000014,DJI,262.0
Myanmar,Asia,1982.0,58.056,34680442.0,424.0,MMR,104.0
Guatemala,Americas,1987.0,60.782,7326406.0,4246.485974,GTM,320.0
Tunisia,Africa,1962.0,49.57899999999999,4286552.0,1660.30321,TUN,788.0
Thailand,Asia,1962.0,56.06100000000001,29263397.0,1002.199172,THA,764.0
Tanzania,Africa,1997.0,48.466,30686889.0,789.1862231,TZA,834.0
Mali,Africa,2007.0,54.467,12031795.0,1042.581557,MLI,466.0
Bangladesh,Asia,1987.0,52.819,103764241.0,751.9794035,BGD,50.0
Sweden,Europe,1967.0,74.16,7867931.0,15258.29697,SWE,752.0
Myanmar,Asia,1952.0,36.319,20092996.0,331.0,MMR,104.0
Dominican Republic,Americas,1957.0,49.828,2923186.0,1544.402995,DOM,214.0
Angola,Africa,1972.0,37.928,5894858.0,5473.288004999999,AGO,24.0
Nigeria,Africa,1952.0,36.324,33119096.0,1077.281856,NGA,566.0
Egypt,Africa,1997.0,67.217,66134291.0,4173.181797,EGY,818.0
Tunisia,Africa,2007.0,73.923,10276158.0,7092.923025,TUN,788.0
Uruguay,Americas,2007.0,76.384,3447496.0,10611.46299,URY,858.0
Czech Republic,Europe,1987.0,71.58,10311597.0,16310.4434,CZE,203.0
Niger,Africa,1977.0,41.291,5682086.0,808.8970727999998,NER,562.0
"Yemen, Rep.",Asia,1957.0,33.97,5498090.0,804.8304547,YEM,887.0
Netherlands,Europe,1997.0,78.03,15604464.0,30246.13063,NLD,528.0
Bahrain,Asia,1962.0,56.923,171863.0,12753.27514,BHR,48.0
Cameroon,Africa,1962.0,42.643,5793633.0,1399.607441,CMR,120.0
Malawi,Africa,1952.0,36.256,2917802.0,369.1650802,MWI,454.0
Peru,Americas,2007.0,71.421,28674757.0,7408.905561,PER,604.0
Panama,Americas,1977.0,68.681,1839782.0,5351.912144,PAN,591.0
Taiwan,Asia,1957.0,62.4,10164215.0,1507.86129,TWN,158.0
Mexico,Americas,1992.0,71.455,88111030.0,9472.384295,MEX,484.0
Switzerland,Europe,1992.0,78.03,6995447.0,31871.5303,CHE,756.0
Mali,Africa,1992.0,48.38800000000001,8416215.0,739.014375,MLI,466.0
Libya,Africa,1962.0,47.808,1441863.0,6757.030816,LBY,434.0
Greece,Europe,1982.0,75.24,9786480.0,15268.42089,GRC,300.0
United Kingdom,Europe,1987.0,75.007,56981620.0,21664.78767,GBR,826.0
France,Europe,2002.0,79.59,59925035.0,28926.03234,FRA,250.0
Syria,Asia,1987.0,66.97399999999999,11242847.0,3116.774285,SYR,760.0
Tanzania,Africa,1957.0,42.974,9452826.0,698.5356073,TZA,834.0
Poland,Europe,1972.0,70.85,33039545.0,8006.506993000001,POL,616.0
Peru,Americas,1982.0,61.40600000000001,18125129.0,6434.501797,PER,604.0
Canada,Americas,1972.0,72.88,22284500.0,18970.57086,CAN,124.0
Guatemala,Americas,1967.0,50.01600000000001,4690773.0,3242.531147,GTM,320.0
Haiti,Americas,1972.0,48.042,4698301.0,1654.456946,HTI,332.0
Pakistan,Asia,1982.0,56.158,91462088.0,1443.429832,PAK,586.0
Indonesia,Asia,2007.0,70.65,223547000.0,3540.651564,IDN,360.0
Central African Republic,Africa,1987.0,50.485,2840009.0,844.8763504000002,CAF,140.0
Costa Rica,Americas,2007.0,78.782,4133884.0,9645.06142,CRI,188.0
China,Asia,1962.0,44.50136,665770000.0,487.6740183,CHN,156.0
India,Asia,2002.0,62.879,1034172547.0,1746.769454,IND,356.0
West Bank and Gaza,Asia,1992.0,69.718,2104779.0,6017.654756,PSE,275.0
Oman,Asia,1962.0,43.165,628164.0,2924.638113,OMN,512.0
Mexico,Americas,1982.0,67.405,71640904.0,9611.147541,MEX,484.0
Jordan,Asia,1967.0,51.629,1255058.0,2741.796252,JOR,400.0
Senegal,Africa,1977.0,48.879,5260855.0,1561.769116,SEN,686.0
Iceland,Europe,1952.0,72.49,147962.0,7267.688428,ISL,352.0
Tunisia,Africa,1992.0,70.001,8523077.0,4332.720164,TUN,788.0
Mongolia,Asia,1972.0,53.754,1320500.0,1421.741975,MNG,496.0
Netherlands,Europe,1982.0,76.05,14310401.0,21399.46046,NLD,528.0
Mexico,Americas,1987.0,69.498,80122492.0,8688.156003,MEX,484.0
Dominican Republic,Americas,1982.0,63.727,5968349.0,2861.092386,DOM,214.0
Portugal,Europe,1967.0,66.6,9103000.0,6361.517993,PRT,620.0
West Bank and Gaza,Asia,2007.0,73.422,4018332.0,3025.349798,PSE,275.0
Cote d'Ivoire,Africa,1992.0,52.044,12772596.0,1648.073791,CIV,384.0
India,Asia,1957.0,40.249,409000000.0,590.061996,IND,356.0
Switzerland,Europe,1957.0,70.56,5126000.0,17909.48973,CHE,756.0
Afghanistan,Asia,1982.0,39.854,12881816.0,978.0114388,AFG,4.0
United Kingdom,Europe,2002.0,78.471,59912431.0,29478.99919,GBR,826.0
Guinea,Africa,1987.0,45.552,5650262.0,805.5724717999999,GIN,324.0
Somalia,Africa,1962.0,36.981,3080153.0,1369.488336,SOM,706.0
Colombia,Americas,1997.0,70.313,37657830.0,6117.361746000001,COL,170.0
Canada,Americas,2007.0,80.653,33390141.0,36319.23501,CAN,124.0
Poland,Europe,2002.0,74.67,38625976.0,12002.23908,POL,616.0
Benin,Africa,2002.0,54.40600000000001,7026113.0,1372.877931,BEN,204.0
Gambia,Africa,2007.0,59.448,1688359.0,752.7497265,GMB,270.0
Czech Republic,Europe,1952.0,66.87,9125183.0,6876.14025,CZE,203.0
Honduras,Americas,1952.0,41.912,1517453.0,2194.926204,HND,340.0
Guinea-Bissau,Africa,2007.0,46.38800000000001,1472041.0,579.2317429999998,GNB,624.0
Dominican Republic,Americas,1997.0,69.957,7992357.0,3614.101285,DOM,214.0
Indonesia,Asia,1972.0,49.203,121282000.0,1111.107907,IDN,360.0
Tanzania,Africa,1987.0,51.535,23040630.0,831.8220794,TZA,834.0
Netherlands,Europe,1992.0,77.42,15174244.0,26790.94961,NLD,528.0
Peru,Americas,1952.0,43.902,8025700.0,3758.523437,PER,604.0
Germany,Europe,2002.0,78.67,82350671.0,30035.80198,DEU,276.0
Lesotho,Africa,1992.0,59.685,1803195.0,977.4862725,LSO,426.0
Finland,Europe,1962.0,68.75,4491443.0,9371.842561,FIN,246.0
Finland,Europe,1957.0,67.49,4324000.0,7545.415386,FIN,246.0
Mali,Africa,1967.0,38.487,5212416.0,545.0098873,MLI,466.0
Pakistan,Asia,1952.0,43.43600000000001,41346560.0,684.5971437999998,PAK,586.0
Philippines,Asia,2002.0,70.303,82995088.0,2650.921068,PHL,608.0
"Yemen, Rep.",Asia,1977.0,44.175,8403990.0,1829.765177,YEM,887.0
"Congo, Rep.",Africa,1962.0,48.435,1047924.0,2464.783157,COG,178.0
Paraguay,Americas,1962.0,64.361,2009813.0,2148.027146,PRY,600.0
Israel,Asia,1972.0,71.63,3095893.0,12786.93223,ISR,376.0
Somalia,Africa,1997.0,43.795,6633514.0,930.5964284,SOM,706.0
Nicaragua,Americas,1972.0,55.151,2182908.0,4688.593267,NIC,558.0
Madagascar,Africa,1957.0,38.865,5181679.0,1589.20275,MDG,450.0
Liberia,Africa,2002.0,43.753,2814651.0,531.4823679,LBR,430.0
China,Asia,1952.0,44.0,556263527.0,400.448611,CHN,156.0
Zimbabwe,Africa,2002.0,39.989,11926563.0,672.0386227000001,ZWE,716.0
Croatia,Europe,1997.0,73.68,4444595.0,9875.604515,HRV,191.0
Iceland,Europe,1962.0,73.68,182053.0,10350.15906,ISL,352.0
Nicaragua,Americas,1992.0,65.843,4017939.0,2170.151724,NIC,558.0
