ClientID,Age,AnnualIncome,PurchaseAmount,PurchaseFrequency,CustomerSatisfaction,Region,Ville,Latitude,Longitude,Population,Altitude,DiscountApplied,OrderMethod,PaymentMethod,TimeOfDay,ShippingCost
Client_34965,60.0,67897.9752700763,30.619946232181604,5.483460235747556,-2.3326795138739644,,Bandraboua,-12.704,45.122,13989.0,95.0,False,Mobile App,Credit Card,Morning,11.558926446601834
Client_5428,,18822.046671295815,178.097005306386,2.0783928337335773,-1.0136059448487122,Charente,Les Pins,45.819,0.391,490.0,112.0,False,Mobile App,Credit Card,Afternoon,10.304604864795815
Client_1708,74.0,30309.202144841795,2348.254824935114,2.4901937739352693,,Hautes-Alpes,Ancelle,44.625,6.206,913.0,1719.0,True,Online,PayPal,Afternoon,14.612924192956397
Client_12190,29.0,34490.42328578844,463.29963436183857,1.889325292060398,2.4665161187725824,Gers,Roquelaure-Saint-Aubin,43.667,,99.0,185.0,False,In-store,PayPal,,12.009066838805213
Client_8248,18.0,28509.602148396207,1074.9864486608324,2.09124649981567,4.67613831396407,Dordogne,,45.013,,122.0,134.0,True,In-store,PayPal,Evening,8.877455357529165
,73.0,22770.131270095662,701.2602760775105,2.855338824069489,-0.5199428581401393,Ariège,Roquefort-les-Cascades,42.961,1.757,86.0,584.0,True,Mobile App,Credit Card,Evening,15.64375115656265
Client_33157,34.0,44968.31165921363,818.37083199394,1.952491932390472,3.9169848040789526,Haute-Vienne,Champagnac-la-Rivière,45.71,0.913,578.0,346.0,True,Mobile App,Credit Card,Morning,11.197082546900628
Client_28563,60.0,23938.189273401636,79.75871401048451,1.360053191423622,-0.13130306639008982,Sarthe,Bernay-Neuvy-en-Champagne,48.081,-0.039,794.0,112.0,True,Mobile App,PayPal,,7.930776825615695
Client_23443,63.0,34537.11612037052,553.3491873031734,1.0098886296744818,1.7151218858410369,Orne,Saint-Mars-d'Égrenne,48.561,-0.73,,148.0,False,Mobile App,PayPal,Morning,14.79932676911828
Client_32743,40.0,42043.10065457121,264.3420328957235,3.0824320956546627,5.079964628223301,Vendée,Rives-d'Autise,46.425,-0.679,2068.0,30.0,True,In-store,Credit Card,Afternoon,20.924185854805568
Client_27740,60.0,1655.5965590688138,407.244148153997,1.6858518955752309,-0.9430858999301623,Haute-Saône,Vanne,47.606,5.839,123.0,226.0,True,Online,Credit Card,,13.612964020599009
Client_1850,60.0,12215.870030302354,2205.701408709164,1.3292614572180355,-2.2960162216306923,Hautes-Alpes,Serres,44.428,5.715,1297.0,831.0,True,Online,Credit Card,Afternoon,7.09143681491752
Client_34943,,6506.032985810729,359.9182505215588,7.278345291605676,0.20259735789187383,La Réunion,,-21.266,55.367,13836.0,339.0,True,Online,PayPal,,8.901916531564614
Client_34935,77.0,,383.04358994492003,9.136741419586073,-3.023830873083301,Guyane,,4.276,-54.384,9120.0,120.0,True,Online,Credit Card,Morning,9.120165068827925
Client_6539,51.0,14188.903271052031,,1.8308056563151662,,Corrèze,Saint-Robert,45.255,1.294,,273.0,True,Online,PayPal,Morning,14.433850109015172
Client_24684,32.0,23301.4367843489,1478.7052215362455,0.6193991842771758,5.170475277293741,Puy-de-Dôme,Pulvérières,45.887,2.908,399.0,861.0,False,In-store,PayPal,Evening,20.551350781238707
Client_25295,45.0,18406.510319569144,275.8066008915322,1.8178322219886192,1.3026781286652778,Pyrénées-Atlantiques,Parbayse,43.326,-0.544,326.0,158.0,False,Mobile App,Bank Transfer,Evening,18.30005023546252
Client_34899,56.0,33843.82084687682,101.53777940757382,4.494471958412969,-0.17233063387206005,Martinique,Le Marigot,14.822,-61.028,3034.0,247.0,True,Online,Credit Card,Afternoon,14.735851985587104
Client_34889,47.0,29801.783858092476,689.6024043452421,2.964516014767161,-0.6352366818065106,Martinique,Le Diamant,14.48,-61.025,5687.0,,True,Mobile App,PayPal,Afternoon,4.902681020513703
Client_11201,65.0,48032.02594818531,997.8280136497112,3.0270643625653757,2.222057597715742,Gard,Saint-Quentin-la-Poterie,44.046,4.441,3046.0,151.0,False,Online,Credit Card,Afternoon,10.68106119598653
Client_20822,,,50.19348130896134,1.138889434405272,2.2923474697521202,Moselle,Bénestroff,48.905,6.76,519.0,,False,,,,9.773495770752174
Client_10901,23.0,36510.48531726422,1369.3527127950438,1.2035839189814839,3.256413937409304,Haute-Corse,Vezzani,42.176,9.247,268.0,577.0,True,Online,PayPal,Evening,4.799253498385713
Client_32029,66.0,9639.383705551973,1677.1154546739049,2.7022726898763088,0.8364683069941586,,Sainte-Cécile-du-Cayrou,44.003,1.81,115.0,241.0,True,In-store,Credit Card,Morning,7.600045949573282
Client_14637,20.0,31392.432034404363,807.9434009228879,1.7399061643516172,-0.9395583608904774,Jura,Charézier,46.611,5.728,172.0,483.0,False,Online,,Afternoon,5.6470164223520065
Client_1594,53.0,,82.76492882184459,2.0665525378976506,-1.6448177719619723,Alpes-de-Haute-Provence,Mane,43.938,5.767,1369.0,549.0,False,In-store,Bank Transfer,,13.580990995780132
Client_13191,63.0,51591.30451669691,764.3056248394274,2.3979544822699017,0.2365130459316277,Ille-et-Vilaine,,47.927,-1.303,284.0,69.0,True,Online,Bank Transfer,Morning,14.3244085836291
Client_4147,,31977.091954893724,1583.401963853046,1.2065838000159534,-1.0376015141642836,Aveyron,Montpeyroux,44.64,,523.0,834.0,,Mobile App,Bank Transfer,Afternoon,8.465784359772073
,55.0,21156.555092604474,231.61355994629326,2.3645757219715255,,Deux-Sèvres,Périgné,46.187,-0.254,976.0,68.0,False,Mobile App,PayPal,Morning,10.963572698559833
Client_8883,23.0,21427.934765426464,1071.3179652042115,,6.0448295992653325,,Silley-Amancey,47.031,6.139,139.0,627.0,True,In-store,PayPal,Afternoon,12.43225636745885
Client_3137,66.0,15284.398051534705,733.9044988840506,1.7616613919264679,0.4663212366876959,Ariège,Vira,43.051,1.759,157.0,367.0,False,Online,PayPal,Evening,11.975365252794711
,46.0,51127.45249740748,2971.3541893424936,3.0114622278047585,0.17439700868464736,Hautes-Pyrénées,Estaing,42.939,-0.178,94.0,1967.0,True,Mobile App,,Afternoon,7.0651410873623695
Client_10923,,50259.18396413198,534.464267036213,1.8519124907627063,6.173310114316806,Gard,Aramon,43.89,4.68,4127.0,,True,,,Evening,20.0200495663791
,35.0,15162.499483927179,123.23722100577652,1.2387095045446097,0.09006298354246622,Aveyron,Sauveterre-de-Rouergue,,2.318,716.0,510.0,False,In-store,,,8.683055173334001
Client_34973,64.0,17687.011893670937,865.2709966596798,13.707558887686698,3.7957189602096673,Mayotte,Koungou,,45.204,32156.0,138.0,True,Online,Bank Transfer,Morning,16.1939028805614
,62.0,74653.86819470496,372.6950658860048,1.1052810808564717,1.1074287031973669,,Puisserguier,43.368,3.041,3020.0,111.0,True,Mobile App,PayPal,Morning,6.120784790394722
Client_13140,27.0,18242.08424135286,419.62738327653807,2.648793244252989,5.429241272170657,Hérault,Sauteyrargues,43.838,3.92,,141.0,True,In-store,PayPal,Evening,-0.32530193821502706
Client_12888,58.0,,858.963475476239,1.7340823333085482,-0.5719568956086098,Hérault,Cabrerolles,43.544,,337.0,339.0,True,Online,PayPal,Morning,5.5390547716970735
Client_10992,69.0,46435.98082577292,199.65419499156536,2.0219881653099856,-3.3627947473807236,Gard,Codognan,43.732,4.219,2458.0,15.0,True,Mobile App,Credit Card,Afternoon,14.601515410469556
Client_34966,,37536.81586734543,646.358624674264,10.636621073534704,-1.6111796092525221,Mayotte,Bandrele,-12.911,45.193,10282.0,101.0,False,Online,Credit Card,Morning,11.022795790069948
Client_27701,62.0,,373.8153730043456,1.0815889139429093,-0.9114919149833218,Haute-Saône,Saulx,47.696,6.279,873.0,276.0,,Mobile App,PayPal,Morning,9.675420457123401
Client_12662,26.0,18603.71273683339,,0.9962190177272416,4.708377577212399,Gironde,Saint-Aignan,44.948,,197.0,70.0,False,Online,Bank Transfer,Afternoon,14.740274525251607
Client_11137,60.0,31126.49765464811,460.6624140178593,1.8068810315038553,-2.328936437023062,Gard,Saint-André-de-Valborgne,44.156,3.683,354.0,671.0,True,Online,PayPal,Afternoon,0.606136764893769
Client_28180,55.0,,56.46425677604083,,2.3375742274621762,Saône-et-Loire,Saint-Bonnet-en-Bresse,46.854,5.174,483.0,189.0,False,In-store,PayPal,Morning,5.352999405876859
Client_12903,32.0,21508.56922966668,55.57607846342307,2.0660022427145055,1.2233523810317362,Hérault,La Caunette,43.354,2.777,,264.0,True,Online,Credit Card,Morning,
Client_12227,67.0,7814.896959804439,261.972863759398,1.0528965419389251,1.9051324593423598,Gers,Saint-Lizier-du-Planté,43.414,0.952,148.0,219.0,False,Online,PayPal,Afternoon,20.941516955680413
,,26912.68561776615,321.06322435996157,1.903997007040532,-0.35339118027265926,Aube,Sainte-Savine,,4.056,,118.0,,Mobile App,PayPal,Morning,10.67067915814315
Client_34961,53.0,12496.49295701697,1629.7429874082588,9.575617275451863,2.416282144187624,La Réunion,Le Tampon,,55.515,81943.0,1282.0,True,,Credit Card,Morning,13.898852276859817
Client_4122,72.0,31925.014271291548,831.0900429575905,2.6163913897283537,-3.648462847968119,Aveyron,Livinhac-le-Haut,,2.231,,254.0,True,Online,Bank Transfer,Afternoon,6.387352338828398
Client_10884,57.0,-4009.528671510103,331.3092812745076,2.7953615043042284,-2.4253530444392215,Haute-Corse,Tarrano,42.35,9.401,,684.0,True,,Credit Card,Evening,10.251248666404422
Client_12891,33.0,-1693.6020693202845,,1.1172717953747802,0.6674532584601272,Hérault,Campagnan,43.536,3.499,724.0,45.0,False,In-store,PayPal,Morning,7.605060884630172
Client_15095,65.0,32950.02884852963,976.7446659081028,1.416887221198925,-0.08540872034583469,Landes,Campet-et-Lamolère,43.918,-0.606,531.0,41.0,False,Online,Bank Transfer,Evening,7.553623923414106
Client_28911,23.0,,224.55625418763617,1.27885834885544,7.925518551137119,Savoie,Saint-Genix-les-Villages,45.598,5.633,2962.0,324.0,True,,Bank Transfer,,15.52098028477241
Client_12339,25.0,32573.230984178113,,0.6836423414750605,0.4924523641841676,Gironde,Barsac,44.608,-0.317,2065.0,11.0,,Mobile App,PayPal,Morning,5.839625526383457
Client_17193,71.0,12035.3731970925,591.9119775147076,1.1911683188135433,-1.7193070144424532,Lot-et-Garonne,Laroque-Timbaut,44.282,0.763,1592.0,,False,Online,Credit Card,Afternoon,10.460336680810178
Client_1489,50.0,40572.20518321465,501.23665927968847,1.4842885738915788,1.2616138775528838,Allier,,46.164,3.057,38.0,462.0,,Online,PayPal,Afternoon,16.87864042389905
Client_3934,49.0,31675.512561928866,1334.1054219976102,2.150309968539666,-1.7047532702303934,Aude,Salles-sur-l'Hers,43.294,1.788,733.0,255.0,False,Online,Credit Card,Evening,3.842943804601605
Client_34902,54.0,39559.81253069322,33.78369749391197,3.955160072865674,0.971782023840849,Martinique,Le Prêcheur,14.801,,1377.0,318.0,True,Online,Credit Card,Evening,10.661676048168985
Client_11893,63.0,43510.21917252223,480.7687871329583,1.2333337824077766,-4.307034036714251,Gers,Berrac,44.013,,113.0,,False,In-store,Bank Transfer,Evening,2.767630209585735
Client_8769,58.0,33355.223111706226,1660.248531476225,1.5261687028918893,-0.8796174588589531,Doubs,Noël-Cerneux,47.1,6.664,456.0,936.0,False,Online,Bank Transfer,Morning,4.199428656153349
Client_34970,59.0,32758.468847613407,1372.594548604827,4.742396097871334,-1.6726191015509153,Mayotte,Dembeni,-12.844,45.184,15848.0,159.0,False,In-store,Bank Transfer,,
Client_6674,42.0,50867.46154615798,1123.9331305692192,1.450588989525432,3.2862766409105126,Côte-d'Or,Bonnencontre,47.084,5.148,432.0,194.0,True,Online,Bank Transfer,Afternoon,18.71856319060751
Client_10969,50.0,37690.63342330509,998.3950030958791,2.3567834047726053,,,La Cadière-et-Cambo,43.956,3.808,223.0,376.0,True,Mobile App,Bank Transfer,Evening,13.962428778771823
Client_12169,58.0,33857.75659874465,245.9453933977053,1.449376208397809,-0.6864124773529214,Gers,Pouy-Roquelaure,44.038,0.521,117.0,147.0,False,Mobile App,,Morning,6.43717102360149
Client_15184,51.0,63700.38504582365,328.40223037978296,1.5973282960492858,-1.133311315230163,Landes,Lesperon,43.97,-1.093,1027.0,79.0,True,Mobile App,PayPal,Evening,2.545819807508634
,38.0,7052.397563944898,22.20244902563816,1.047941289754854,0.9007636740554084,Val-d'Oise,Seugy,49.122,,,,False,In-store,Bank Transfer,Morning,8.56691012839359
Client_11333,70.0,5539.733021305667,32.59574706004963,2.5041931301172258,-1.5104506124355015,Haute-Garonne,Boissède,43.407,0.824,68.0,209.0,True,In-store,Credit Card,Afternoon,12.788309680843827
Client_3896,,35589.4012939936,236.03428630032766,1.4350913803455159,-0.041284695519352654,Aude,Saint-André-de-Roquelongue,43.114,2.837,1385.0,139.0,True,Online,Bank Transfer,Afternoon,6.230251116011212
Client_24955,50.0,11676.186598927758,,2.4492215546127487,5.72722891447314,Pyrénées-Atlantiques,Bardos,43.475,-1.203,1861.0,62.0,True,Mobile App,Bank Transfer,Morning,20.10781287260561
,19.0,6711.760709709124,364.3004914310956,1.493701358378966,6.660506673678663,Gironde,Guillos,44.548,-0.501,454.0,76.0,False,Online,Bank Transfer,Evening,11.622224814435988
Client_12398,26.0,24488.165143718103,122.90706067259774,0.9028186636849233,1.2492683431620675,Gironde,Canéjan,44.763,-0.653,5916.0,45.0,False,Mobile App,Bank Transfer,Afternoon,9.084122902589757
Client_25395,57.0,28405.949414073657,145.75121733744015,0.7848369521249001,-0.6567151922261818,Pyrénées-Atlantiques,Urost,,-0.148,76.0,353.0,False,In-store,,Evening,7.079011910042679
Client_26687,40.0,38078.62413637191,971.8346029591644,1.8856149044504213,-0.6670072951978403,Haut-Rhin,Durlinsdorf,47.485,7.241,534.0,480.0,True,In-store,Bank Transfer,Morning,10.582810291944465
Client_5696,49.0,54287.73153967047,227.23298675465696,1.8946446948881512,3.239768568645477,Charente-Maritime,Échebrune,45.593,-0.468,483.0,59.0,True,Online,,Morning,7.179457007159998
Client_30362,60.0,,530.1264877679779,,-2.65600333025128,Seine-et-Marne,Rampillon,48.551,,831.0,133.0,True,,PayPal,Morning,6.577348107223672
Client_25137,47.0,37479.74266585377,1274.881866258384,2.0239846481222936,-1.016016127850155,Pyrénées-Atlantiques,Jasses,43.311,-0.747,148.0,168.0,False,,PayPal,Evening,1.117832214626219
Client_8010,40.0,39575.847438579956,689.7010960209968,1.329472342389877,,Dordogne,Coux et Bigaroque-Mouzens,44.835,0.973,1223.0,123.0,True,Online,Bank Transfer,Evening,8.12970514524327
Client_4418,46.0,32072.18327216092,547.4631968092917,1.6001913142593867,-1.630986358892648,Bouches-du-Rhône,Marseille 11e Arrondissement,43.298,5.443,57519.0,177.0,True,Online,Bank Transfer,Evening,15.536597362439984
Client_15093,30.0,32535.90368737652,499.02502902551964,1.0861238322644344,1.2736091928428277,Landes,Callen,44.299,,137.0,95.0,True,,Bank Transfer,Morning,9.726457335905875
Client_26695,62.0,4006.967468914896,180.61719486969474,2.6402709818225567,-2.468826853351228,Haut-Rhin,Ensisheim,47.866,7.352,7418.0,220.0,False,Online,Credit Card,Afternoon,5.0996479461435165
Client_10795,74.0,-3932.6367820716478,570.9830407372829,2.792393577131338,-4.734619440109382,Haute-Corse,Olmo,42.497,9.409,143.0,386.0,False,Online,Credit Card,Afternoon,7.472626111474233
Client_1933,78.0,24412.554547361826,505.003114718098,3.153610176830029,-4.015988127029256,Alpes-Maritimes,Gilette,,7.163,1608.0,363.0,,Online,Credit Card,Evening,7.711781621670176
Client_24922,38.0,24774.91309202261,411.5874756762027,1.8150612464219522,2.0811844560691983,Pyrénées-Atlantiques,Artiguelouve,43.318,-0.476,2005.0,182.0,False,Mobile App,,,2.301406764759318
,73.0,49874.21539946377,525.5461016768446,1.4945119772793265,-5.982034086756295,Gers,Cravencères,43.766,0.036,91.0,132.0,False,Mobile App,PayPal,Afternoon,2.5008481944302465
Client_10776,31.0,16985.20342142154,1106.092266287142,1.1920737627496072,2.6012751979889157,Haute-Corse,Monticello,,8.956,2029.0,131.0,True,In-store,,Evening,10.935612213870037
Client_34926,37.0,41588.1431098022,885.996877044476,8.711729021525537,6.6382959066975396,Guyane,Remire-Montjoly,4.905,-52.276,27274.0,27.0,True,Online,,Morning,16.411330927088592
Client_25723,20.0,15672.181400701502,941.0954285454351,1.7263248600283494,,Hautes-Pyrénées,Montsérié,43.051,0.436,79.0,,,In-store,Credit Card,Morning,10.931533689430243
Client_5263,52.0,30453.932743911766,642.4390036292368,1.7350076030328891,0.5825057364867505,Charente,Champagne-Vigny,45.508,,238.0,,,Mobile App,Bank Transfer,Evening,6.018674775166699
Client_2242,,25585.45199738696,1130.048560110418,,-1.0610420977285107,Ardèche,Saint-Cierge-la-Serre,44.793,4.686,245.0,490.0,,In-store,Credit Card,Evening,4.74930655810156
Client_25864,24.0,34120.66471671971,2165.7101531654203,2.4165755454396525,1.570510637907614,Hautes-Pyrénées,Vielle-Louron,42.834,0.403,82.0,1257.0,True,Online,Bank Transfer,Evening,9.808147099176155
Client_6852,58.0,19069.069559188494,198.67895259367623,3.19627415948822,4.262579834081361,Côte-d'Or,Flavigny-sur-Ozerain,47.512,4.531,273.0,366.0,True,Mobile App,Credit Card,Evening,15.16154496353346
Client_24615,62.0,36958.14195267094,1654.3766669683373,1.6452476301458248,-2.9804045985608063,Puy-de-Dôme,,,3.046,95.0,1058.0,True,Online,PayPal,Evening,7.717495981923597
,70.0,30109.492087081435,431.1634340344684,0.9288949224214744,,Vaucluse,Saint-Hippolyte-le-Graveyron,44.123,5.074,169.0,186.0,False,Mobile App,PayPal,Evening,-1.4610084585156269
Client_12345,63.0,16557.509448310615,831.0886477426209,3.2388856771283527,-2.4674449581672615,Gironde,Bazas,44.431,-0.211,4799.0,97.0,False,Mobile App,Credit Card,Afternoon,5.7050917662083815
Client_25611,66.0,38852.044012645856,799.0580852519199,1.538668751072754,-2.4357682681458286,Hautes-Pyrénées,Gourgue,43.136,0.263,62.0,367.0,False,,Bank Transfer,Afternoon,13.594383594576774
Client_17238,46.0,32767.53596247851,88.91838263734007,2.6396983120799904,2.5714576204420325,Lot-et-Garonne,Montesquieu,44.203,0.438,755.0,70.0,False,Online,PayPal,Morning,18.82009168467831
Client_17522,52.0,29666.982187879057,,1.7669565295292131,-2.8991895928174465,Lozère,Termes,44.813,,222.0,1090.0,True,Mobile App,PayPal,Afternoon,8.139873809116617
Client_25839,69.0,13109.209443031785,1628.3331849379315,1.448816739285381,-1.137930593703767,Hautes-Pyrénées,,42.965,0.59,85.0,863.0,False,Online,PayPal,Morning,14.378586259176917
Client_1985,72.0,47692.76087680022,741.4641334121502,1.475967869796427,,Alpes-Maritimes,Saint-Cézaire-sur-Siagne,43.65,6.792,3924.0,491.0,False,Online,Bank Transfer,Morning,10.996371989272346
Client_15463,,47876.76716032237,669.4995509435805,3.121083383683987,-1.9493570214595317,Loir-et-Cher,Langon-sur-Cher,47.284,1.827,829.0,109.0,True,Mobile App,Credit Card,Evening,3.788309669716803
Client_34963,67.0,23155.50103855378,1958.1866581954355,12.776650032806508,-2.9992112768226864,La Réunion,Cilaos,-21.135,55.471,5390.0,1357.0,False,In-store,Bank Transfer,Morning,14.001064584943538
Client_15151,51.0,30011.178699146283,182.32761408468713,1.6326401053257407,,Landes,Hagetmau,43.657,-0.591,4620.0,113.0,True,In-store,Bank Transfer,Evening,11.020780017114701
,37.0,34846.34529453003,291.8958603697752,1.320786381815156,3.7021700754664293,Charente-Maritime,Saint-Palais-de-Négrignac,,-0.218,425.0,95.0,,Mobile App,PayPal,Afternoon,10.697340133447602
Client_8327,57.0,29903.19262340636,76.53505197218891,,-0.8588171915454748,Dordogne,Salagnac,45.311,1.197,721.0,251.0,False,Mobile App,PayPal,Evening,9.92519628114971
Client_17138,20.0,14985.122544389224,1091.2704427131478,1.9706674983124735,1.1477366250774788,Lot-et-Garonne,Dondas,44.253,0.84,214.0,155.0,True,Mobile App,PayPal,Afternoon,15.297474571334963
Client_17584,77.0,41907.71981849708,456.32079014210785,1.6258994342267101,-2.6968738186365444,Maine-et-Loire,Courléon,47.39,0.143,,86.0,True,,PayPal,Afternoon,16.82865556261955
Client_10936,,45905.79479743191,2310.78815465873,,1.9016460149993344,Gard,Aumessas,43.991,3.503,241.0,962.0,True,,Credit Card,Evening,19.10184104862068
,47.0,23705.184685489552,,,0.18258188449550206,Allier,Autry-Issards,46.548,3.137,313.0,262.0,True,Mobile App,Bank Transfer,Afternoon,18.125125965967534
Client_34959,47.0,44656.6445728461,146.65662152176856,12.072287111903458,-1.9837215471608025,La Réunion,Sainte-Suzanne,-20.906,55.608,24293.0,349.0,True,Online,PayPal,Evening,3.827466594392636
Client_25551,21.0,45321.00042883197,2053.7177674947716,1.95571179015061,,Hautes-Pyrénées,Chèze,42.907,-0.03,,1273.0,True,Online,Bank Transfer,Morning,15.3815531800349
Client_51,79.0,23841.959666044648,205.7387553799205,1.9737016431487164,-0.37799387057804246,Ain,Boz,46.407,4.91,510.0,186.0,True,Online,Bank Transfer,Evening,6.271379054306884
Client_9232,44.0,60967.88982434469,287.79915666806244,2.4626308632270213,2.258314192698408,Drôme,Roynac,44.643,4.94,481.0,254.0,True,Mobile App,Credit Card,Afternoon,10.248800359745418
Client_25363,46.0,8609.87439286129,350.78900743036894,2.2038994018121247,2.4011380120318577,Pyrénées-Atlantiques,Sauvagnon,43.403,-0.387,3484.0,203.0,True,In-store,Bank Transfer,Evening,13.075281882805745
Client_25880,66.0,10470.192670714045,369.584571925673,,-1.38285645583756,Pyrénées-Orientales,L'Albère,,2.894,66.0,604.0,False,Online,Credit Card,Morning,8.649403017358459
,34.0,21765.470143213926,1102.1352681776748,6.5260937371817835,1.4896082533236992,La Réunion,Saint-Denis,,55.448,154765.0,714.0,True,In-store,Credit Card,Morning,
Client_17181,40.0,24117.26805232654,754.1047421585313,2.836596083175605,3.7815406894819796,Lot-et-Garonne,Lachapelle,,,99.0,90.0,True,Mobile App,,Afternoon,8.06547191517182
Client_14543,75.0,18138.897453863778,2958.588230221208,2.231360041474068,,Isère,Chamrousse,45.112,5.875,414.0,1893.0,True,Mobile App,Bank Transfer,Evening,12.440911718711252
Client_10947,63.0,25050.940070317476,75.19665144551065,2.3396585942453774,-2.922777934187672,Gard,Bernis,43.766,4.285,3397.0,39.0,True,Online,Credit Card,Morning,11.132329549896628
Client_25160,73.0,31076.717474795572,482.04180391833904,,-5.407936750182126,Pyrénées-Atlantiques,Lahonce,43.486,,2681.0,23.0,False,Online,Bank Transfer,Evening,14.084630977966569
Client_5989,33.0,84191.06392608676,195.58366121587744,0.8394257807013465,2.031680890834803,Charente-Maritime,Les Touches-de-Périgny,45.902,-0.274,544.0,70.0,True,In-store,PayPal,Morning,13.298954784701149
Client_10876,69.0,20188.15802862755,776.358398863968,1.7601748589166633,0.8020037678376966,Haute-Corse,San-Nicolao,42.375,9.525,2033.0,126.0,False,Online,PayPal,Morning,16.394144417691656
Client_11678,43.0,33971.886529239026,922.8521328366614,1.4576024438381625,1.9964433220198545,Haute-Garonne,Plagne,43.157,,94.0,366.0,False,Online,PayPal,,14.226647152286187
Client_17586,56.0,41295.27957135463,348.7300442897699,2.364033767329491,3.6535613731500276,Maine-et-Loire,Dénezé-sous-Doué,47.246,-0.276,453.0,81.0,True,Online,Credit Card,Evening,14.584696412548428
Client_3889,22.0,33277.35933704154,1031.848358801592,2.2543392802969393,7.490186681342107,Aude,Roubia,43.248,2.801,511.0,,False,,Credit Card,Morning,15.642946037866537
Client_32011,56.0,43817.09589180735,922.2944709737125,1.6727718807394039,0.3022943032907284,Tarn,,43.664,2.292,2183.0,284.0,True,Online,Bank Transfer,Evening,10.348648134327775
Client_10837,41.0,25577.27123493905,380.6353619097817,2.409565590197598,4.027245072509414,Haute-Corse,Prunelli-di-Casacconi,42.504,9.402,148.0,159.0,True,Mobile App,,Afternoon,15.343285582252841
Client_32503,23.0,28401.371247346833,189.3209975958759,1.6139665467473745,4.292105285941549,Vaucluse,Gigondas,44.163,5.004,430.0,276.0,False,Mobile App,Credit Card,Afternoon,5.907201050611372
Client_12078,69.0,27765.66138783146,409.7586458995727,1.7821969884155444,-1.9528229560791635,Gers,Marguestau,43.885,-0.041,,120.0,True,Mobile App,Bank Transfer,Morning,4.809607232061808
Client_25626,32.0,22374.139328563364,1765.5633684499658,1.1430208575021696,,Hautes-Pyrénées,,43.15,,146.0,,False,In-store,Bank Transfer,Evening,7.66819411939135
Client_32261,72.0,15349.654356588397,,2.638670908033667,-0.3150188846631574,Tarn-et-Garonne,Saint-Antonin-Noble-Val,44.151,1.756,1918.0,280.0,,Online,Credit Card,Evening,2.6835413261833434
Client_34917,61.0,16289.080340421944,360.9799846696341,3.592055328163533,-0.16133036076078477,Martinique,Bellefontaine,,-61.164,1901.0,252.0,True,Mobile App,Bank Transfer,Evening,6.632186376125519
Client_5452,24.0,-6354.344595055096,237.21632842150774,1.5668076858237934,5.674741849678322,Charente,Ruelle-sur-Touvre,45.679,0.23,7356.0,,True,In-store,Credit Card,Evening,14.780731794321778
,49.0,28842.06760009962,,2.68441975368932,,Hérault,Saint-Pons-de-Thomières,43.488,2.76,1735.0,,False,In-store,Credit Card,Morning,9.338979392599786
Client_3742,62.0,41999.7448530623,239.82437596558503,0.4737848793791167,-4.269588644241398,Aude,Issel,43.368,1.99,,228.0,True,Online,PayPal,Afternoon,2.7518333722188277
Client_3894,18.0,65716.27648276815,478.75432968478685,2.2441703532480823,4.676960430607355,Aude,Rustiques,43.216,2.473,512.0,116.0,True,In-store,Bank Transfer,Morning,
Client_4413,36.0,25818.034437167724,,1.7670253823662785,-1.0244773025875116,Bouches-du-Rhône,Marseille 6e Arrondissement,43.27,5.382,40734.0,41.0,False,In-store,PayPal,Morning,8.951596588712338
Client_16919,44.0,35129.59020919485,31.556268889006446,2.3347729107545905,-0.6363561426242319,Lot,Mayrinhac-Lentour,44.814,1.806,488.0,362.0,True,In-store,Credit Card,Morning,9.901704682187653
Client_11063,28.0,38244.84692144207,908.2090161188861,1.6029466687916958,-0.8396825111470851,Gard,Manduel,43.819,4.474,7109.0,62.0,False,Mobile App,Bank Transfer,Evening,3.6889881523408796
Client_29036,67.0,4347.7085159657945,,1.1317166413897561,,Haute-Savoie,Cervens,46.285,6.441,1248.0,784.0,False,Online,PayPal,Morning,6.847371221412695
Client_28018,27.0,16540.839558330947,68.68022356576478,1.5746351246320065,0.6602096686344696,Saône-et-Loire,Guerfand,46.787,,221.0,208.0,False,Mobile App,Bank Transfer,,17.809437230126353
,31.0,84775.37412739267,157.49244242630056,5.654439819900202,3.9387516744505615,Guadeloupe,Capesterre-de-Marie-Galante,15.892,-61.221,3198.0,,,In-store,Credit Card,Morning,11.568780497817848
Client_3585,57.0,36331.22987548248,955.46325862875,1.991428149079831,-4.499460319464681,Aude,Arques,42.953,2.375,259.0,496.0,True,Online,PayPal,,0.592782781349829
Client_16887,38.0,42204.370869912695,337.17649414102294,2.8180915327014846,-0.39777602967372117,Lot,Larnagol,44.476,1.778,136.0,268.0,False,In-store,Credit Card,Afternoon,9.608232936185846
Client_27911,29.0,15255.128837228965,92.51318928556188,1.92313431134622,3.783012160402031,Saône-et-Loire,Châtenoy-en-Bresse,46.79,4.913,1088.0,189.0,False,In-store,Credit Card,,6.374088423952296
Client_1556,68.0,44392.54378559455,2393.329877424192,1.9848535335093773,-3.513482863910154,Alpes-de-Haute-Provence,La Condamine-Châtelard,44.458,,154.0,2169.0,False,Online,Bank Transfer,,2.2586726374441346
Client_25323,24.0,33140.74427873796,1315.460967302128,1.1366987806018778,4.832070784415894,Pyrénées-Atlantiques,Saint-Armou,43.41,-0.308,627.0,,False,In-store,PayPal,Evening,12.040749939806448
