client_id,age,gender,region,article_type,purchase_amount,discount_received,time_of_purchase,payment_method,delivery_option,loyalty_score
749,49.0,M,East,Clothing,140.64,True,22.0,Credit Card,Standard,131.57
750,39.0,M,,Electronics,102.76999999999998,False,7.0,Cash,Express,100.13
751,,M,East,Clothing,70.53,True,3.0,PayPal,Express,96.52
752,18.0,F,West,Toys,78.96000000000001,False,10.0,PayPal,Express,36.98
753,52.0,F,South,Home Decor,131.69,False,14.0,Debit Card,Express,105.84
754,42.0,F,Central,Electronics,78.66,False,17.0,Credit Card,Pickup,86.83
755,47.0,M,West,Home Decor,109.22,True,22.0,Debit Card,Standard,103.36
756,20.0,F,South,Toys,31.59,False,7.0,PayPal,Pickup,40.8
757,39.0,M,South,Clothing,57.62,False,11.0,Credit Card,Pickup,87.56
758,46.0,F,East,Electronics,207.34,False,20.0,Debit Card,Express,116.17
759,37.0,M,East,Clothing,79.18,False,1.0,Debit Card,Same Day,95.84
760,32.0,M,South,Electronics,77.68,True,17.0,Credit Card,Standard,93.84
761,18.0,F,Central,Toys,5.08,False,10.0,Debit Card,Pickup,25.04
762,30.0,F,West,Toys,70.38,False,18.0,Debit Card,Standard,57.69
763,38.0,F,West,Toys,46.64,False,10.0,PayPal,Standard,70.82
764,42.0,F,South,Clothing,167.09,False,20.0,Credit Card,Express,91.05
765,25.0,M,East,Electronics,62.22,False,17.0,Debit Card,Standard,57.36
766,18.0,M,North,Toys,111.4,False,5.0,Credit Card,Express,53.2
767,23.0,F,East,Clothing,95.41,True,19.0,Debit Card,Standard,91.45
768,57.0,F,South,Clothing,76.63,False,2.0,PayPal,Standard,119.56
769,57.0,M,West,Electronics,,False,10.0,Debit Card,Standard,119.25
770,43.0,M,Central,Toys,88.99,False,13.0,Credit Card,Standard,98.25
771,18.0,M,North,Toys,109.25,False,20.0,PayPal,Standard,47.12
772,35.0,M,South,Toys,72.75,False,10.0,Credit Card,Standard,80.12
773,65.0,F,South,Clothing,57.36,True,4.0,PayPal,Pickup,139.93
774,57.0,F,Central,Home Decor,39.6,True,8.0,Credit Card,Pickup,
775,36.0,M,South,Electronics,66.39,False,0.0,Credit Card,Standard,88.19
776,57.0,F,West,Clothing,,False,11.0,Credit Card,Pickup,109.45
777,41.0,F,North,Electronics,128.68,False,11.0,Credit Card,Express,100.59
778,18.0,F,East,Toys,123.18,False,17.0,Debit Card,Standard,69.09
779,48.0,M,South,Electronics,40.94,True,12.0,PayPal,Standard,110.47
780,36.0,M,South,Toys,113.93,True,0.0,Debit Card,Express,96.97
781,47.0,F,East,Toys,58.69,True,17.0,Bank Transfer,Standard,93.09
782,62.0,M,North,Electronics,37.96,True,3.0,Credit Card,Standard,126.48
783,18.0,M,North,Toys,61.99000000000001,False,5.0,Cash,Express,43.5
784,18.0,M,East,Clothing,92.9,False,20.0,PayPal,Standard,48.95
785,57.0,M,Central,Clothing,127.37,,19.0,PayPal,Express,104.94
786,39.0,M,North,Electronics,46.19,False,4.0,Bank Transfer,Standard,81.84
787,33.0,F,East,Clothing,64.72,False,16.0,PayPal,Standard,68.61
788,53.0,F,East,Home Decor,4.64,False,5.0,Credit Card,Standard,68.57
789,24.0,F,West,Clothing,95.87,False,23.0,Debit Card,Standard,57.94
790,19.0,F,East,Toys,44.55,True,12.0,Credit Card,Standard,66.03
791,40.0,M,South,Electronics,92.59,False,5.0,Credit Card,Express,81.3
792,50.0,F,North,Electronics,27.9,False,11.0,Credit Card,Standard,86.45
793,47.0,F,South,Home Decor,49.29,False,4.0,Credit Card,Pickup,83.39
794,66.0,M,West,Electronics,86.93,False,,Credit Card,Same Day,120.97
795,54.0,F,North,Home Decor,92.81,False,19.0,Debit Card,Same Day,98.91
796,43.0,F,East,Home Decor,99.0,False,5.0,Credit Card,Express,78.25
797,24.0,F,South,Toys,63.14,False,3.0,Debit Card,Standard,61.57
798,37.0,M,West,Electronics,52.12,True,0.0,Credit Card,Standard,102.31
799,61.0,F,Central,Clothing,127.07,False,20.0,PayPal,Standard,119.78
800,33.0,F,West,Electronics,63.06,False,,Bank Transfer,Same Day,82.78
801,43.0,M,East,Home Decor,46.27,True,3.0,Bank Transfer,Standard,96.89
802,38.0,M,South,Electronics,69.64,True,1.0,PayPal,Standard,112.32
803,44.0,F,West,Home Decor,41.45,False,0.0,Cash,Standard,90.73
804,26.0,F,North,Toys,31.5,False,6.0,Credit Card,Standard,48.25
805,55.0,M,East,Clothing,34.88,False,0.0,PayPal,Standard,96.19
806,55.0,M,Central,Electronics,117.33,False,18.0,Debit Card,Express,97.41
807,40.0,F,North,Toys,31.09,False,7.0,Debit Card,Standard,65.55
,18.0,F,South,Toys,65.54,False,20.0,Credit Card,Standard,25.27
809,51.0,M,Central,Electronics,83.2,False,13.0,PayPal,Standard,115.35
810,29.0,M,North,Electronics,130.99,False,22.0,PayPal,Pickup,81.75
811,46.0,M,South,Electronics,47.37,True,1.0,Credit Card,Pickup,111.18
812,20.0,M,North,Electronics,83.44,False,8.0,Debit Card,Express,51.72
813,23.0,M,South,Electronics,83.81,False,19.0,Credit Card,Same Day,65.66
814,40.0,F,East,Toys,92.65,False,20.0,Debit Card,Standard,66.33
815,52.0,M,Central,Electronics,73.48,True,19.0,Debit Card,Express,91.74
816,56.0,M,South,Electronics,37.65,False,1.0,Credit Card,Standard,98.83
817,35.0,M,South,Clothing,80.65,False,17.0,Credit Card,Standard,79.07
818,51.0,M,South,Electronics,163.85,True,23.0,Debit Card,Express,120.67
819,51.0,F,South,Home Decor,37.96,True,8.0,Credit Card,Standard,102.73
820,46.0,F,North,Home Decor,70.45,True,13.0,Bank Transfer,Pickup,112.72
821,30.0,F,East,Toys,67.29,True,9.0,Debit Card,Standard,91.15
822,18.0,M,East,Electronics,48.01,False,9.0,Credit Card,Standard,56.5
823,48.0,F,East,Electronics,143.6,True,18.0,Credit Card,Express,121.8
824,58.0,F,North,Clothing,102.95,False,21.0,Debit Card,Standard,103.97
825,50.0,F,East,Clothing,30.29,False,6.0,Debit Card,Same Day,87.64
826,25.0,F,South,Toys,100.86,True,2.0,Debit Card,Express,76.68
827,68.0,F,West,Home Decor,137.11,True,23.0,Credit Card,Express,118.56
828,63.0,M,South,Electronics,66.23,False,7.0,Debit Card,Standard,121.87
829,32.0,F,North,Toys,58.73,True,11.0,PayPal,Same Day,89.36
830,26.0,M,North,Electronics,95.98,False,1.0,Debit Card,Pickup,90.49
831,49.0,M,East,Electronics,104.27000000000001,False,23.0,PayPal,Standard,93.39
832,41.0,F,North,Clothing,77.15,False,1.0,Credit Card,Standard,99.82
833,35.0,F,North,Toys,84.3,True,9.0,Credit Card,Express,80.9
834,18.0,M,West,Electronics,70.39,False,0.0,Debit Card,Same Day,67.69
835,46.0,M,South,Electronics,188.82,True,23.0,Credit Card,Express,126.91
836,48.0,F,East,Electronics,102.97,False,19.0,PayPal,Express,81.48
837,26.0,F,South,Toys,40.55,False,12.0,Debit Card,Same Day,52.77
838,71.0,F,South,Clothing,102.7,False,17.0,Credit Card,Standard,135.1
839,62.0,,South,Clothing,37.06,False,9.0,PayPal,Pickup,106.03
840,49.0,F,East,Home Decor,45.96,False,1.0,Debit Card,Standard,84.23
841,43.0,M,West,Electronics,62.0,False,14.0,Debit Card,Same Day,94.75
842,47.0,M,North,Electronics,54.54,False,12.0,Bank Transfer,Standard,96.02
,37.0,M,Central,Electronics,128.67000000000002,True,15.0,PayPal,Express,100.59
844,47.0,F,South,Home Decor,49.26,False,4.0,Credit Card,Standard,83.38
845,28.0,M,East,Electronics,70.62,False,15.0,Credit Card,Standard,65.31
846,49.0,M,South,Home Decor,16.05,True,2.0,Debit Card,Pickup,89.28
847,63.0,M,West,Electronics,57.32,False,1.0,Debit Card,Pickup,117.41
848,44.0,F,South,Clothing,31.6,False,2.0,PayPal,Standard,80.8
849,44.0,F,South,Electronics,38.33,False,6.0,PayPal,Pickup,84.17
850,29.0,M,South,Electronics,84.1,False,13.0,Credit Card,Standard,88.3
851,39.0,M,South,Clothing,114.82,True,22.0,Debit Card,Pickup,106.16
852,41.0,F,West,Home Decor,69.32,False,19.0,Credit Card,Standard,70.91
853,35.0,F,East,Toys,69.57,False,5.0,Credit Card,Standard,78.53
854,32.0,M,West,Electronics,57.68,True,9.0,Credit Card,Standard,98.84
855,58.0,M,South,Home Decor,47.19,False,6.0,Credit Card,Standard,96.09
856,34.0,M,East,Toys,132.55,True,22.0,Credit Card,Standard,98.78
857,45.0,F,West,Clothing,58.97,False,11.0,Debit Card,Standard,95.73
858,67.0,F,East,Clothing,29.38,False,8.0,Debit Card,Pickup,108.44
859,68.0,M,Central,Home Decor,46.45,False,16.0,Debit Card,Standard,93.22
860,24.0,M,,Toys,22.14,True,5.0,Credit Card,Standard,61.07
861,34.0,M,East,Electronics,109.25,False,15.0,Credit Card,Express,67.12
862,58.0,M,North,Electronics,63.24,False,17.0,Credit Card,Pickup,99.12
863,65.0,M,South,Clothing,56.94,False,,PayPal,Standard,119.72
864,33.0,F,North,Toys,46.87,True,6.0,Bank Transfer,Pickup,84.69
865,84.0,F,West,Home Decor,50.489999999999995,False,16.0,Credit Card,Standard,115.25
866,30.0,F,South,Toys,91.97,False,18.0,PayPal,Standard,68.48
867,26.0,F,South,Clothing,87.96000000000001,False,19.0,Debit Card,,71.48
868,51.0,F,West,Clothing,77.8,True,18.0,Debit Card,Standard,117.65
869,50.0,M,West,Clothing,34.86,True,8.0,PayPal,Same Day,109.93
870,27.0,M,West,Electronics,85.88,False,18.0,Credit Card,Standard,71.69
871,51.0,M,East,Electronics,67.86,True,1.0,Debit Card,Same Day,127.68
872,49.0,M,Central,Electronics,43.53,False,9.0,PayPal,Same Day,93.02
873,61.0,M,North,Electronics,58.86,True,2.0,Bank Transfer,Standard,135.68
874,28.0,M,South,Toys,72.55,True,4.0,PayPal,Express,66.28
875,39.0,M,East,Toys,55.74,False,2.0,Credit Card,Standard,76.62
876,41.0,M,South,Toys,139.53,False,18.0,Debit Card,Express,81.02
877,30.0,F,East,Toys,88.74,False,11.0,Debit Card,Pickup,81.87
878,18.0,M,North,Electronics,125.6,True,18.0,Credit Card,Express,75.3
879,23.0,M,South,Electronics,88.99000000000001,False,16.0,Debit Card,Standard,68.24
880,67.0,M,West,Home Decor,116.18,False,16.0,Debit Card,Express,101.84
881,22.0,F,Central,Toys,56.89,False,2.0,Credit Card,Same Day,55.95
882,47.0,F,South,Toys,56.82,False,2.0,Debit Card,Standard,87.16
883,37.0,M,South,Electronics,84.21000000000001,False,22.0,Credit Card,Standard,68.36
884,44.0,M,South,Toys,40.68,False,8.0,Credit Card,Pickup,75.34
885,18.0,M,West,Toys,92.09,True,15.0,Debit Card,Standard,73.55
886,43.0,F,East,Electronics,119.99000000000001,False,20.0,Credit Card,Pickup,93.75
887,19.0,F,North,Toys,59.01,True,,Credit Card,Standard,73.25
888,40.0,M,North,Toys,84.86,False,12.0,Credit Card,Pickup,92.43
889,40.0,M,South,Toys,69.49,False,10.0,PayPal,Standard,84.75
890,43.0,M,North,Clothing,64.83,True,7.0,Debit Card,Same Day,116.16
891,47.0,F,North,Home Decor,121.28,False,19.0,PayPal,Same Day,104.39
892,50.0,M,South,Electronics,69.97999999999999,False,17.0,PayPal,Standard,92.49
893,62.0,M,East,Electronics,104.82,True,0.0,Debit Card,Express,134.91
894,45.0,F,East,Toys,60.76,False,5.0,Debit Card,Standard,86.63
895,31.0,F,East,Toys,78.62,False,3.0,Credit Card,Standard,78.06
896,,F,South,Clothing,72.18,True,13.0,Credit Card,Standard,136.09
897,71.0,M,East,Electronics,77.58,False,18.0,PayPal,Standard,122.54
898,18.0,F,South,Clothing,113.72999999999999,True,18.0,,Express,69.36
899,56.0,M,South,Electronics,66.46,True,3.0,PayPal,Standard,133.23
900,43.0,M,South,Clothing,51.66,True,11.0,Credit Card,Standard,109.58
901,43.0,M,North,Clothing,61.36,True,2.0,Credit Card,,114.43
902,54.0,M,Central,Electronics,13.33,False,11.0,Credit Card,Standard,84.17
903,39.0,F,North,Toys,108.89,True,21.0,Credit Card,Standard,93.19
904,61.0,F,Central,Clothing,78.36,False,18.0,Credit Card,Same Day,110.43
905,57.0,M,South,Home Decor,44.42,True,3.0,Credit Card,Standard,113.46
906,53.0,F,East,Clothing,130.57999999999998,True,18.0,Bank Transfer,Express,121.54
907,28.0,F,East,Toys,124.62,True,17.0,Credit Card,Standard,102.31
908,38.0,M,South,Electronics,36.22,False,1.0,PayPal,Same Day,75.61
909,37.0,M,South,Electronics,109.7,True,14.0,Bank Transfer,Express,106.1
910,21.0,F,South,Toys,61.53,False,12.0,Debit Card,Pickup,57.02
911,41.0,F,Central,Toys,45.56,True,9.0,Debit Card,Standard,94.03
912,37.0,M,North,Electronics,13.53,False,0.0,PayPal,Pickup,63.02
913,50.0,F,North,Home Decor,26.48,False,0.0,Credit Card,Standard,75.74
914,54.0,F,North,Clothing,76.83,True,3.0,Debit Card,Express,110.91
915,20.0,M,East,Electronics,75.34,False,14.0,Debit Card,Standard,72.67
916,62.0,M,South,Electronics,61.85,True,5.0,Credit Card,Pickup,138.43
917,45.0,M,South,Clothing,104.73,False,15.0,Credit Card,,103.62
918,25.0,F,South,Clothing,175.67000000000002,False,23.0,Debit Card,Express,74.09
919,24.0,F,South,Electronics,42.37,False,4.0,PayPal,Standard,61.19
920,18.0,F,West,Electronics,33.0,True,8.0,PayPal,Same Day,69.0
921,41.0,M,East,Clothing,108.41,False,21.0,Credit Card,Standard,85.45
922,45.0,F,Central,Electronics,39.19,False,8.0,Debit Card,Standard,85.84
923,32.0,F,North,Electronics,72.21,False,4.0,PayPal,Standard,86.1
924,45.0,M,Central,Clothing,53.3,False,16.0,PayPal,Standard,77.9
925,23.0,M,West,Toys,48.58,True,16.0,Bank Transfer,Standard,58.04
926,36.0,,South,Clothing,56.22,False,6.0,Debit Card,Standard,83.11
927,50.0,M,West,Clothing,44.28,True,5.0,Debit Card,Standard,114.64
928,47.0,F,West,Electronics,70.27,False,14.0,PayPal,Standard,103.88
929,25.0,M,South,Electronics,60.41,False,1.0,Bank Transfer,Same Day,71.45
930,56.0,M,North,Electronics,62.91,True,7.0,Bank Transfer,Standard,131.45
931,41.0,M,South,Toys,102.7,False,23.0,PayPal,Standard,72.6
932,55.0,M,South,Electronics,95.63,True,11.0,Credit Card,Express,121.56
933,53.0,M,West,Electronics,49.29,False,1.0,Debit Card,Standard,100.89
934,36.0,M,South,Electronics,62.12,False,12.0,PayPal,Pickup,86.06
935,26.0,F,East,Toys,77.33,False,12.0,Credit Card,Express,46.16
936,34.0,M,South,Electronics,93.24000000000001,False,21.0,Credit Card,Same Day,69.12
937,35.0,M,East,Electronics,63.18,True,5.0,PayPal,Same Day,105.34
938,31.0,F,West,Toys,72.6,False,8.0,Debit Card,Standard,75.05
939,24.0,M,North,Electronics,41.44,False,18.0,Credit Card,Standard,45.72
940,45.0,M,Central,Toys,42.7,True,4.0,Credit Card,Standard,97.6
941,47.0,M,West,Toys,112.27000000000001,False,17.0,Debit Card,Express,74.89
942,40.0,F,East,Toys,36.41,False,10.0,Credit Card,Pickup,68.2
943,35.0,M,West,Electronics,64.49,False,5.0,Debit Card,Standard,86.0
944,55.0,M,East,Electronics,89.15,True,20.0,PayPal,Same Day,113.33
945,48.0,F,North,Home Decor,30.65,False,11.0,Debit Card,Same Day,75.33
946,46.0,F,East,Clothing,90.15,False,7.0,PayPal,Express,87.57
947,31.0,M,East,Electronics,19.56,False,11.0,Credit Card,Standard,58.53
948,48.0,M,North,Clothing,92.81,False,17.0,Credit Card,Standard,101.41
949,32.0,F,Central,Toys,100.34,False,15.0,Credit Card,Pickup,75.17
950,64.0,F,West,Clothing,127.49000000000001,False,16.0,Debit Card,Express,113.75
951,29.0,F,North,Toys,74.44,False,9.0,Credit Card,Express,48.47
952,28.0,F,South,Toys,43.37,False,12.0,PayPal,Standard,56.69
953,51.0,,North,Clothing,123.29,True,9.0,Debit Card,Express,130.39
954,21.0,M,East,Electronics,61.63,False,1.0,Credit Card,Standard,67.06
955,44.0,M,West,Toys,73.15,True,22.0,Cash,Standard,96.58
956,39.0,F,North,Clothing,89.86,True,17.0,Credit Card,Standard,108.68
957,54.0,M,East,Electronics,30.43,True,8.0,Credit Card,Standard,112.72
958,45.0,M,South,Clothing,134.26999999999998,False,20.0,Debit Card,Standard,103.38
959,23.0,M,East,Toys,198.49,False,23.0,PayPal,Express,72.99
960,53.0,M,North,Home Decor,43.98,False,12.0,Credit Card,Standard,88.24
961,59.0,F,North,Home Decor,55.59,False,6.0,Debit Card,Standard,101.55
962,42.0,M,South,Toys,95.06,True,21.0,,Pickup,90.03
963,41.0,F,East,Electronics,29.61,False,13.0,PayPal,Standard,76.05
964,57.0,M,West,Home Decor,38.42,False,6.0,Credit Card,Standard,90.46
965,47.0,F,West,Electronics,67.26,True,13.0,Credit Card,Same Day,122.38
966,47.0,M,Central,Electronics,127.77000000000001,False,15.0,Credit Card,Express,92.64
967,67.0,F,Central,Clothing,145.59,False,19.0,Credit Card,Express,126.55
968,46.0,M,Central,Home Decor,66.1,False,6.0,Debit Card,Express,65.55
969,42.0,F,North,,125.01,False,12.0,Bank Transfer,Express,90.0
970,27.0,M,North,Clothing,144.22,False,8.0,Credit Card,Express,90.86
971,35.0,F,South,Clothing,41.05,True,3.0,Credit Card,Standard,94.28
972,32.0,M,South,Electronics,63.12,False,13.0,Bank Transfer,Express,56.56
973,21.0,M,West,Electronics,134.64,True,20.0,PayPal,Standard,93.57
974,24.0,M,North,Toys,138.01999999999998,False,22.0,Credit Card,Standard,69.01
975,62.0,F,West,Clothing,75.98,False,10.0,Credit Card,,125.49
976,43.0,M,South,Home Decor,47.62,True,10.0,Debit Card,Standard,97.56
977,47.0,M,North,Electronics,46.93,False,0.0,Credit Card,Pickup,92.22
978,63.0,F,South,Home Decor,85.14,False,20.0,Credit Card,Pickup,91.32
979,23.0,M,South,Toys,137.61,False,23.0,Debit Card,Standard,67.55
980,32.0,M,East,Clothing,50.42,False,8.0,Debit Card,Standard,75.21
981,56.0,M,West,Electronics,32.4,False,7.0,Debit Card,Standard,96.2
982,57.0,M,Central,Electronics,89.50999999999999,False,3.0,Credit Card,Express,101.0
,57.0,F,South,Clothing,43.42,True,9.0,Debit Card,Standard,122.96
984,43.0,M,West,Toys,48.96,True,9.0,Debit Card,Pickup,98.23
985,62.0,F,South,Clothing,159.14,False,23.0,Credit Card,Express,112.07
986,50.0,F,South,Home Decor,81.12,False,0.0,Credit Card,Express,78.06
987,26.0,F,Central,Electronics,52.08,False,1.0,Debit Card,Standard,68.54
988,33.0,M,East,Electronics,23.34,True,8.0,Debit Card,Standard,82.92
989,67.0,M,West,Clothing,95.34,False,7.0,Credit Card,Standard,141.42
990,41.0,M,East,Toys,106.45,False,17.0,Credit Card,Standard,89.47
991,21.0,F,North,Toys,145.75,False,16.0,Debit Card,Express,59.12
992,28.0,M,Central,Electronics,134.88,True,23.0,Credit Card,Standard,102.44
993,18.0,M,West,Electronics,53.68,False,17.0,Credit Card,Standard,44.34
994,86.0,F,South,Clothing,67.53999999999999,False,16.0,Credit Card,Pickup,136.27
995,48.0,F,West,Electronics,70.82,False,12.0,Credit Card,Express,80.41
996,39.0,F,Central,Toys,97.92,False,4.0,Debit Card,Express,72.71
997,57.0,F,Central,Electronics,59.66,True,17.0,PayPal,Standard,116.08
998,27.0,M,Central,Electronics,129.61,False,23.0,Debit Card,Standard,78.56
999,50.0,M,North,Electronics,90.01,False,8.0,Credit Card,Same Day,117.5
1000,31.0,F,South,Electronics,77.94,False,15.0,Debit Card,Standard,72.72
1001,55.0,M,East,Electronics,47.5,True,5.0,Credit Card,Standard,122.5
1002,48.0,F,South,Home Decor,44.95,False,4.0,PayPal,Standard,82.47
1003,48.0,M,North,Clothing,20.69,False,9.0,Credit Card,Standard,80.34
1004,18.0,M,West,Electronics,79.7,False,17.0,Debit Card,Pickup,57.35
1005,61.0,M,North,Home Decor,37.56,True,3.0,PayPal,Standard,115.03
1006,58.0,M,South,Electronics,83.19,False,19.0,Credit Card,Pickup,109.09
1007,18.0,M,West,Electronics,82.1,False,19.0,PayPal,Same Day,58.55
1008,43.0,F,South,Toys,82.86,True,21.0,Debit Card,Standard,85.18
1009,18.0,M,East,Clothing,148.79,True,21.0,PayPal,Express,71.89
1010,24.0,F,West,Toys,5.82,False,11.0,Credit Card,Standard,32.91
1011,28.0,F,West,Clothing,111.19,False,4.0,Bank Transfer,Express,75.59
1012,44.0,F,South,Home Decor,55.32,True,7.0,Debit Card,Same Day,102.66
1013,18.0,M,West,Electronics,,False,1.0,Credit Card,Express,75.34
1014,34.0,F,South,Toys,83.2,False,3.0,Credit Card,Standard,84.1
1015,30.0,M,South,Electronics,139.66,True,15.0,Credit Card,Express,97.33
1016,30.0,F,South,Clothing,123.33,True,20.0,Credit Card,Same Day,99.16
1017,83.0,M,North,Electronics,41.32,False,13.0,Debit Card,Standard,134.41
1018,53.0,F,South,Home Decor,93.16,False,19.0,Bank Transfer,Standard,97.83
1019,37.0,F,East,Clothing,106.82,False,21.0,Debit Card,Standard,79.66
1020,45.0,M,South,Electronics,110.89,False,17.0,Debit Card,Express,81.69
1021,22.0,F,North,Electronics,14.33,True,13.0,Credit Card,Standard,64.67
1022,,F,West,Clothing,140.37,False,22.0,Credit Card,Standard,123.94
1023,29.0,F,West,Electronics,75.79,False,0.0,Bank Transfer,Standard,84.15
1024,37.0,F,West,Toys,97.73,True,1.0,PayPal,Standard,115.12
1025,20.0,M,West,Electronics,99.88,False,4.0,Debit Card,Express,59.94
1026,18.0,F,West,Toys,25.36,True,3.0,Cash,Standard,70.18
1027,18.0,F,North,Toys,94.83,False,14.0,Credit Card,Express,44.91
1028,41.0,M,East,Toys,79.22999999999999,False,19.0,Credit Card,Standard,75.86
1029,30.0,F,South,Toys,0.0,False,6.0,Debit Card,Standard,37.35
1030,72.0,F,East,Clothing,118.94,True,9.0,Credit Card,Express,154.47
1031,18.0,F,South,Toys,99.11,False,20.0,Debit Card,Pickup,42.05
1032,53.0,M,East,Electronics,133.03,False,4.0,Credit Card,Express,117.77
1033,18.0,F,West,Electronics,59.82,True,6.0,Debit Card,Standard,82.41
1034,26.0,F,South,Toys,1.81,False,12.0,Credit Card,Standard,33.41
1035,42.0,M,East,Toys,104.94,True,21.0,Debit Card,Standard,94.97
1036,33.0,F,East,Clothing,92.97,False,16.0,Credit Card,Standard,82.73
1037,37.0,M,,Electronics,46.15,False,4.0,Bank Transfer,Standard,79.33
1038,43.0,F,West,Home Decor,148.82,False,21.0,Credit Card,Express,73.16
1039,23.0,M,South,Electronics,104.84,True,7.0,Credit Card,Express,86.17
1040,42.0,F,South,Toys,36.8,False,11.0,Debit Card,Standard,70.9
1041,44.0,M,East,Clothing,87.97,True,10.0,Credit Card,Express,103.99
1042,50.0,F,South,Clothing,62.02,True,2.0,Debit Card,Standard,123.51
1043,76.0,F,West,Home Decor,91.35,True,16.0,Debit Card,Standard,145.68
1044,40.0,M,West,Clothing,77.95,True,19.0,PayPal,Pickup,103.97
1045,49.0,M,Central,Toys,79.83,False,4.0,PayPal,Same Day,101.17
1046,51.0,F,West,Clothing,43.87,True,8.0,Debit Card,Standard,115.68
1047,36.0,M,South,Electronics,27.38,True,4.0,PayPal,Same Day,88.69
1048,84.0,F,North,Home Decor,80.3,True,3.0,Cash,Express,155.15
1049,50.0,F,East,Clothing,54.61,True,9.0,Debit Card,Standard,119.81
1050,32.0,F,West,Toys,79.9,True,6.0,Debit Card,Standard,99.95
1051,70.0,F,North,Home Decor,108.11,False,14.0,Debit Card,Express,116.55
1052,44.0,M,North,Electronics,88.81,False,6.0,Bank Transfer,Express,84.41
1053,42.0,M,West,Home Decor,110.92,False,10.0,,Express,82.96
1054,28.0,M,West,Clothing,69.16,False,23.0,Cash,Standard,64.58
1055,48.0,F,South,Toys,35.07,False,8.0,PayPal,Standard,77.53
1056,49.0,F,South,Clothing,57.11,True,11.0,PayPal,Standard,119.81
1057,38.0,F,West,Toys,37.71,False,2.0,PayPal,Standard,66.36
1058,75.0,M,East,Electronics,77.67,False,9.0,PayPal,Standard,142.59
1059,25.0,F,West,Toys,67.66,False,10.0,PayPal,Standard,65.08
1060,50.0,M,East,Electronics,88.96000000000001,False,22.0,Credit Card,Standard,86.98
1061,64.0,M,Central,Electronics,30.98,False,11.0,PayPal,Standard,105.49
1062,51.0,F,East,Clothing,23.73,False,11.0,PayPal,Pickup,85.61
1063,59.0,F,East,Clothing,64.66,False,12.0,Credit Card,Same Day,116.08
1064,18.0,M,South,Electronics,121.25,False,8.0,Credit Card,Express,68.12
1065,20.0,F,North,Clothing,96.6,True,22.0,Debit Card,Standard,73.3
1066,33.0,F,West,Electronics,109.16,False,14.0,Debit Card,Express,80.83
1067,46.0,M,South,Clothing,40.85,False,,Bank Transfer,Standard,87.92
1068,51.0,M,North,Electronics,138.26999999999998,True,23.0,Credit Card,Express,107.88
1069,18.0,F,Central,Toys,29.46,True,11.0,Credit Card,Standard,57.23
1070,43.0,F,North,Clothing,50.22,True,13.0,Debit Card,Same Day,108.86
1071,28.0,M,South,Clothing,29.58,False,2.0,Credit Card,Standard,59.79
1072,27.0,M,East,Toys,72.77000000000001,False,19.0,Debit Card,Same Day,55.14
1073,30.0,M,North,Clothing,133.39,False,17.0,Credit Card,Express,74.19
1074,20.0,M,Central,Toys,44.3,False,11.0,Debit Card,Standard,47.15
1075,46.0,M,Central,Toys,157.92000000000002,False,23.0,Debit Card,Express,81.46
1076,48.0,F,South,Home Decor,102.96,False,18.0,Debit Card,Standard,96.48
1077,52.0,M,East,Electronics,110.19,False,21.0,Credit Card,Standard,100.09
1078,53.0,F,South,Clothing,88.58,False,18.0,Debit Card,Standard,105.54
1079,,M,East,Electronics,47.72,False,1.0,PayPal,Standard,78.86
1080,23.0,F,East,Toys,31.23,False,0.0,Credit Card,Standard,44.36
1081,52.0,M,West,Electronics,51.24,False,11.0,PayPal,Pickup,100.62
1082,33.0,M,North,Electronics,98.27000000000001,True,3.0,Debit Card,Express,95.39
1083,43.0,F,South,Electronics,58.8,False,18.0,PayPal,Standard,78.15
1084,25.0,M,South,Toys,113.67,False,11.0,PayPal,Express,63.09
1085,18.0,F,West,Clothing,42.46,True,9.0,Credit Card,Standard,73.73
1086,26.0,F,South,Toys,59.86,False,6.0,Debit Card,Same Day,62.43
1087,42.0,M,North,Clothing,152.76,False,20.0,Debit Card,Express,83.88
1088,38.0,M,North,Electronics,150.26,False,23.0,Credit Card,Express,77.63
1089,25.0,M,West,Electronics,85.65,False,20.0,Bank Transfer,Standard,54.08
1090,25.0,M,North,Toys,84.97,False,15.0,Credit Card,Pickup,58.73
1091,74.0,F,Central,Electronics,29.74,False,6.0,PayPal,Standard,117.37
1092,19.0,M,North,Electronics,50.52,True,1.0,PayPal,Standard,79.01
1093,32.0,F,East,Electronics,91.55,False,14.0,Credit Card,Pickup,95.78
1094,32.0,M,South,Electronics,134.57,False,12.0,PayPal,Express,92.28
1095,43.0,F,East,Clothing,116.41,True,17.0,Credit Card,Express,101.95
1096,18.0,M,East,Electronics,87.15,True,22.0,Credit Card,Standard,66.07
1097,44.0,F,North,Electronics,54.75,False,7.0,Credit Card,Standard,92.38
1098,46.0,F,West,Home Decor,75.39,False,4.0,Credit Card,Express,70.19
1099,41.0,F,North,Clothing,34.08,False,12.0,Debit Card,Standard,78.29
1100,35.0,M,North,Electronics,93.06,True,1.0,,Express,95.28
1101,49.0,F,South,Home Decor,44.0,False,7.0,PayPal,Pickup,83.25
1102,42.0,F,Central,Clothing,146.99,False,17.0,Credit Card,Express,96.0
1103,29.0,F,East,Toys,86.16,False,23.0,Credit Card,Standard,49.33
